"ace","id","section_code","status_1","status_2","status_3","status_4","status_5","order_status","update_user1","update_user2","update_user3","update_user4","update_user5","checked1_by","update_date2","update_date3","update_date4","checked1_date","reason_1","reason_2","reason_3","reason_4","rfq_status","budget_location"
"ACE23103056","1349","527001","1","2","3","4","5","0","ze9047785","ze294136","ze46035","ze301736","ze238325",,"2023-11-02 02:30:40","2023-11-03 08:52:52","2023-11-03 12:51:47","0000-00-00 00:00:00",,,,,"0","527001"
"ACE23103019","1350","527001","1","2","3","4","5","0","ze9047785","ze294136","ze46035","ze301736","ze238325",,"2023-11-02 02:19:34","2023-11-03 08:52:20","2023-11-03 12:51:36","0000-00-00 00:00:00",,,,,"0","527001"
"ACE23110195","1351","524501","1","2","3","3","0","0","ze225282","ze291455","ze42366","ze301736",,,"2023-12-06 04:53:53","2023-12-11 11:20:18","0000-00-00 00:00:00","0000-00-00 00:00:00",,,"BUDGETED AMOUNT IS UNREALISTIC. USER TO LIAISE WITH I.T AND GET ACE RAISED BY I.T",,"0","524501"
"ACE23110653","1352","524701","1","2","3","4","5","0","ze30570","ze278610","ze259063","ze301736","ze238325",,"2023-11-28 11:14:21","2023-12-11 11:19:04","2023-12-11 04:14:47","0000-00-00 00:00:00",,,,,"0","524701"
"ACE23110918","1353","524101","1","2","0","0","0","0","ze237485","ze332259",,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",,,,,"0","524101"
"ACE23110939","1354","524502","1","2","2","0","0","0","ze7269","ze291455","ze42366",,,,"2023-12-11 03:38:07","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",,"duplicate ace",,,"0","524501"
"ACE23111021","1355","524701","1","2","3","4","5","0","ze30570","ze333352","ze259063","ze301736","ze238325",,"2023-11-15 09:56:21","2023-11-16 04:34:00","2023-11-20 11:33:17","0000-00-00 00:00:00",,,,,"0","524701"
"ACE23111029","1356","524701","1","2","0","0","0","0","ze30570","ze278610",,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",,,,,"0",
"ACE23111061","1357","527001","1","2","3","4","5","0","ze9047785","ze294136","ze46035","ze301736","ze238325",,"2023-11-14 12:29:06","2023-11-14 01:53:57","2023-11-14 04:55:09","0000-00-00 00:00:00",,,,,"0","527001"
"ACE23111447","1358","527001","1","1","0","0","0","0","ze9047785","ze294136",,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","Raise one ACE",,,,"0","527001"
"ACE23111470","1359","527001","1","1","0","0","0","0","ze9047785","ze294136",,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","Raise one ACE",,,,"0","527001"
"ACE23111441","1360","527001","1","1","0","0","0","0","ze9047785","ze294136",,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","Raise one ACE",,,,"0","527001"
"ACE23111437","1361","527001","1","1","0","0","0","0","ze9047785","ze294136",,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","Raise one ACE",,,,"0","527001"
"ACE23111453","1362","527001","1","1","0","0","0","0","ze9047785","ze294136",,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","Raise one ACE",,,,"0","527001"
"ACE23111471","1363","527001","1","1","0","0","0","0","ze9047785","ze294136",,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","Raise one ACE",,,,"0","527001"
"ACE23111592","1364","527001","1","2","3","4","5","0","ze9047785","ze294136","ze46035","ze301736","ze238325",,"2023-11-17 10:44:16","2023-11-20 10:37:19","2023-11-20 11:32:58","0000-00-00 00:00:00",,,,,"0","527001"
"ACE23111585","1365","527001","1","2","3","4","5","0","ze9047785","ze294136","ze46035","ze301736","ze238325",,"2023-11-17 10:47:04","2023-11-20 10:36:47","2023-11-20 11:32:48","0000-00-00 00:00:00",,,,,"0","527001"
"ACE23112260","1366","527001","1","2","3","4","5","0","ze9047785","ze294136","ze46035","ze301736","ze238325",,"2023-12-12 08:32:00","2023-12-12 08:33:38","2023-12-13 09:55:24","0000-00-00 00:00:00",,,,,"0","527001"
"ACE23112292","1367","524704","1","2","2","0","0","0","ze249246","ze333352","ze259063",,,,"2023-11-28 11:48:10","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",,"COST IS BELOW ASSET THRESHOLD",,,"0","524701"
"ACE23112286","1368","524705","1","2","2","0","0","0","ze44482","ze333352","ze259063",,,,"2023-11-28 11:48:03","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",,"COST IS BELOW ASSET THRESHOLD",,,"0","524701"
"ACE23112327","1369","524703","1","2","2","0","0","0","ze282588","ze278610","ze259063",,,,"2023-11-28 11:47:55","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",,"COST IS BELOW ASSET THRESHOLD",,,"0","524701"
"ACE23112360","1370","524703","1","2","2","0","0","0","ze282588","ze333352","ze259063",,,,"2023-11-28 11:47:47","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",,"COST IS BELOW ASSET THRESHOLD",,,"0","524701"
"ACE23112738","1371","524501","1","2","3","3","0","0","ze321761","ze291455","ze42366","ze301736",,,"2023-12-06 04:11:14","2023-12-11 11:18:50","0000-00-00 00:00:00","0000-00-00 00:00:00",,,"WRONG BUDGET CATEGORY USES. USER TO RECTIFY AND RESUBMIT",,"0","524501"
"ACE23112830","1372","524702","1","2","2","0","0","0","ze226769","ze278610","ze259063",,,,"2023-12-14 10:17:47","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",,"Prices estimated in USD instead of RTGS",,,"0","524701"
"ACE23112888","1373","524705","1","2","3","4","5","0","ze44482","ze333352","ze259063","ze301736","ze238325",,"2023-11-29 11:06:06","2023-12-11 11:18:06","2023-12-11 04:14:02","0000-00-00 00:00:00",,,,,"0","524701"
"ACE2311285","1374","524702","1","2","3","4","5","0","ze226769","ze278610","ze259063","ze301736","ze238325",,"2023-12-14 10:19:28","2023-12-14 01:58:23","2023-12-14 04:10:49","0000-00-00 00:00:00",,,,,"0","524701"
"ACE23112981","1375","524501","1","2","3","4","5","0","ze321761","ze291455","ze42366","ze301736","ze238325",,"2023-12-06 04:10:33","2023-12-11 11:17:40","2023-12-11 04:12:30","0000-00-00 00:00:00",,,,,"0","524501"
"ACE23112935","1376","524501","1","2","3","3","0","0","ze321761","ze291455","ze42366","ze301736",,,"2023-12-06 04:10:02","2023-12-11 11:17:29","0000-00-00 00:00:00","0000-00-00 00:00:00",,,"WRONG BUDGET CATEGORY USED. USER TO RECTIFY AND ALSO ADJUST BUDGETED AMOUNT",,"0","524501"
"ACE23112938","1377","524501","1","2","0","0","0","0","ze321761","ze291455",,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",,,,,"0","524501"
"ACE23112925","1378","524501","1","2","3","3","0","0","ze321761","ze291455","ze42366","ze301736",,,"2023-12-06 04:09:24","2023-12-11 11:16:48","0000-00-00 00:00:00","0000-00-00 00:00:00",,,"BUDGETED AMOUNT IS TOO LOW. USER TO PROCESS VIREMENT TO TOP UP",,"0","524501"
"ACE23112967","1379","524704","1","2","3","4","5","0","ze249246","ze278610","ze259063","ze301736","ze238325",,"2023-12-14 10:21:02","2023-12-14 01:58:05","2023-12-14 04:05:47","0000-00-00 00:00:00",,,,,"0","524701"
"ACE23120479","1380","524705","1","2","3","4","5","0","ze44482","ze278610","ze259063","ze301736","ze238325",,"2023-12-14 11:01:23","2023-12-14 01:57:51","2023-12-14 04:05:30","0000-00-00 00:00:00",,,,,"0","524701"
"ACE23120450","1381","524705","1","2","3","3","0","0","ze44482","ze278610","ze259063","ze301736",,,"2023-12-14 10:35:27","2023-12-14 01:57:26","0000-00-00 00:00:00","0000-00-00 00:00:00",,,"WRONG BUDGET CATEGORY USED. USER TO RECTIFY ",,"0","524701"
"ACE23120590","1382","527001","1","2","3","4","5","0","ze226580","ze294136","ze46035","ze301736","ze238325",,"2023-12-12 08:50:34","2023-12-12 05:01:27","2023-12-13 09:55:09","0000-00-00 00:00:00",,,,,"0","527001"
"ACE23120568","1383","527001","1","2","3","4","5","0","ze226580","ze294136","ze46035","ze301736","ze238325",,"2023-12-12 09:20:36","2023-12-12 05:01:14","2023-12-13 09:54:59","0000-00-00 00:00:00",,,,,"0","527001"
"ACE23120522","1384","527001","1","2","3","4","5","0","ze226580","ze294136","ze46035","ze301736","ze238325",,"2023-12-12 09:43:27","2023-12-12 05:00:50","2023-12-13 09:54:42","0000-00-00 00:00:00",,,,,"0","527001"
"ACE23120645","1385","527001","1","2","3","4","5","0","ze226580","ze294136","ze46035","ze301736","ze238325",,"2023-12-12 10:10:36","2023-12-12 04:59:52","2023-12-13 09:37:24","0000-00-00 00:00:00",,,,,"0","527001"
"ACE2312085","1386","524502","1","2","2","0","0","0","ze7269","ze291455","ze42366",,,,"2023-12-11 02:37:36","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",,"To purchase using PR",,,"0","524501"
"ACE23120874","1387","526001","1","2","0","0","0","0","ze248924","ze234001",,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",,,,,"0","526001"
"ACE23121125","1388","524501","1","1","0","0","0","0","ze47813","ze333352",,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","As discussed",,,,"0","524501"
"ACE23121141","1389","524501","1","1","0","0","0","0","ze47813","ze333352",,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","As discussed",,,,"0","524501"
"ACE23121162","1390","524501","1","2","2","0","0","0","ze47813","ze333352","ze42366",,,,"2023-12-11 02:36:48","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",,"Amount too small",,,"0","524501"
"ACE23121173","1391","524501","1","2","3","4","5","0","ze47813","ze333352","ze42366","ze301736","ze238325",,"2023-12-11 02:38:34","2023-12-12 08:33:29","2023-12-13 09:36:56","0000-00-00 00:00:00",,,,,"0","524501"
"ACE23121112","1392","524501","1","2","3","4","5","0","ze47813","ze333352","ze42366","ze301736","ze238325",,"2023-12-11 03:37:21","2023-12-12 08:33:21","2023-12-13 09:36:35","0000-00-00 00:00:00",,,,,"0","524501"
"ACE2312117","1393","524501","1","2","3","4","5","0","ze47813","ze333352","ze42366","ze301736","ze238325",,"2023-12-11 03:36:53","2023-12-12 08:33:12","2023-12-13 09:36:17","0000-00-00 00:00:00",,,,,"0","524501"
"ACE23121191","1394","524501","1","2","3","4","5","0","ze47813","ze333352","ze42366","ze301736","ze238325",,"2023-12-11 03:33:29","2023-12-12 08:33:05","2023-12-13 09:35:59","0000-00-00 00:00:00",,,,,"0","524501"
"ACE23121174","1395","524501","1","2","3","4","5","0","ze47813","ze333352","ze42366","ze301736","ze238325",,"2023-12-11 02:58:37","2023-12-12 08:32:58","2023-12-13 09:35:44","0000-00-00 00:00:00",,,,,"0","524501"
"ACE23121144","1396","524501","1","2","3","4","5","0","ze47813","ze333352","ze42366","ze301736","ze238325",,"2023-12-11 02:52:41","2023-12-12 08:32:50","2023-12-13 09:35:31","0000-00-00 00:00:00",,,,,"0","524501"
"ACE23121182","1397","524501","1","2","3","4","5","0","ze47813","ze333352","ze42366","ze301736","ze238325",,"2023-12-11 02:48:27","2023-12-12 08:32:39","2023-12-13 09:35:16","0000-00-00 00:00:00",,,,,"0","524501"
"ACE23121187","1398","524501","1","2","3","4","5","0","ze47813","ze333352","ze42366","ze301736","ze238325",,"2023-12-11 02:44:03","2023-12-12 08:32:32","2023-12-13 09:35:01","0000-00-00 00:00:00",,,,,"0","524501"
"ACE23121120","1399","524501","1","2","3","4","5","0","ze47813","ze333352","ze42366","ze301736","ze238325",,"2023-12-11 03:32:12","2023-12-12 08:32:23","2023-12-13 09:34:40","0000-00-00 00:00:00",,,,,"0","524501"
"ACE2312116","1400","524501","1","2","3","4","5","0","ze47813","ze333352","ze42366","ze301736","ze238325",,"2023-12-11 03:29:34","2023-12-12 08:32:16","2023-12-13 09:34:25","0000-00-00 00:00:00",,,,,"0","524501"
"ACE23121142","1401","524501","1","2","3","4","5","0","ze47813","ze333352","ze42366","ze301736","ze238325",,"2023-12-11 03:13:01","2023-12-12 08:32:06","2023-12-13 09:34:11","0000-00-00 00:00:00",,,,,"0","524501"
"ACE23121138","1402","524501","1","2","3","4","5","0","ze47813","ze333352","ze42366","ze301736","ze238325",,"2023-12-11 03:10:13","2023-12-12 08:31:53","2023-12-13 09:33:48","0000-00-00 00:00:00",,,,,"0","524501"
"ACE23121198","1403","524501","1","2","2","0","0","0","ze47813","ze333352","ze42366",,,,"2023-12-11 03:26:25","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",,"Wrong classification",,,"0","524501"
"ACE23121161","1404","524703","1","2","3","4","5","0","ze282588","ze278610","ze259063","ze301736","ze238325",,"2023-12-14 10:17:13","2023-12-14 01:56:33","2023-12-14 04:05:07","0000-00-00 00:00:00",,,,,"0","524701"
"ACE23121148","1405","524501","1","2","3","4","5","0","ze47813","ze333352","ze42366","ze301736","ze238325",,"2023-12-11 04:51:34","2023-12-12 08:31:40","2023-12-13 09:33:28","0000-00-00 00:00:00",,,,,"0","524501"
"ACE23121171","1406","524501","1","2","3","4","5","0","ze47813","ze333352","ze42366","ze301736","ze238325",,"2023-12-11 04:50:08","2023-12-12 08:31:27","2023-12-13 09:33:08","0000-00-00 00:00:00",,,,,"0","524501"
"ACE23121192","1407","524501","1","2","3","4","5","0","ze47813","ze333352","ze42366","ze301736","ze238325",,"2023-12-11 04:49:45","2023-12-12 08:31:15","2023-12-13 09:32:45","0000-00-00 00:00:00",,,,,"0","524501"
"ACE23121170","1408","524501","1","2","3","4","5","0","ze47813","ze333352","ze42366","ze301736","ze238325",,"2023-12-11 04:48:04","2023-12-12 08:31:06","2023-12-13 09:32:33","0000-00-00 00:00:00",,,,,"0","524501"
"ACE23121113","1409","524501","1","2","3","4","5","0","ze47813","ze333352","ze42366","ze301736","ze238325",,"2023-12-11 04:46:14","2023-12-12 08:30:51","2023-12-13 09:32:21","0000-00-00 00:00:00",,,,,"0","524501"
"ACE23121149","1410","524703","1","2","3","4","5","0","ze282588","ze278610","ze259063","ze301736","ze238325",,"2023-12-14 10:13:53","2023-12-14 01:56:21","2023-12-14 04:04:25","0000-00-00 00:00:00",,,,,"0","524701"
"ACE23121169","1411","524703","1","1","0","0","0","0","ze282588","ze278610",,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","Duplication",,,,"0","524701"
"ACE23121119","1412","524703","1","1","0","0","0","0","ze282588","ze278610",,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","Duplication",,,,"0","524701"
"ACE23121132","1413","524703","1","1","0","0","0","0","ze282588","ze278610",,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","Duplication",,,,"0","524701"
"ACE23121194","1414","524703","1","1","0","0","0","0","ze282588","ze278610",,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","Duplication",,,,"0","524701"
"ACE23121147","1415","524703","1","1","0","0","0","0","ze282588","ze278610",,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","Duplication",,,,"0","524701"
"ACE23121128","1416","524703","1","1","0","0","0","0","ze282588","ze278610",,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","Duplication",,,,"0","524701"
"ACE2312118","1417","524703","1","1","0","0","0","0","ze282588","ze278610",,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","Duplication",,,,"0","524701"
"ACE23121114","1418","524703","1","1","0","0","0","0","ze282588","ze278610",,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","Duplication",,,,"0","524701"
"ACE23121115","1419","524703","1","1","0","0","0","0","ze282588","ze278610",,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","Duplication",,,,"0","524701"
"ACE23121157","1420","524703","1","1","0","0","0","0","ze282588","ze278610",,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","Duplication",,,,"0","524701"
"ACE2312112","1421","524703","1","1","0","0","0","0","ze282588","ze278610",,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","Duplication",,,,"0","524701"
"ACE23121136","1422","524703","1","1","0","0","0","0","ze282588","ze278610",,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","Duplication",,,,"0","524701"
"ACE23121135","1423","524703","1","1","0","0","0","0","ze282588","ze278610",,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","Duplication",,,,"0","524701"
"ACE23121196","1424","524703","1","1","0","0","0","0","ze282588","ze278610",,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","Repetition",,,,"0","524701"
"ACE23121118","1425","524703","1","1","0","0","0","0","ze282588","ze278610",,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","Repetition",,,,"0","524701"
"ACE23121166","1426","524703","1","1","0","0","0","0","ze282588","ze278610",,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","Repetition",,,,"0","524701"
"ACE23121122","1427","524703","1","1","0","0","0","0","ze282588","ze278610",,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","Repition",,,,"0","524701"
"ACE23121199","1428","524703","1","1","0","0","0","0","ze282588","ze278610",,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","Repition",,,,"0","524701"
"ACE23121186","1429","524703","1","2","3","4","5","0","ze282588","ze278610","ze259063","ze301736","ze238325",,"2023-12-14 10:11:46","2023-12-14 01:56:04","2023-12-14 04:03:34","0000-00-00 00:00:00",,,,,"0","524701"
"ACE23121164","1430","524703","1","1","0","0","0","0","ze282588","ze278610",,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","Repition",,,,"0","524701"
"ACE23121434","1431","524401","1","2","3","4","5","0","ze38466","ze232076","ze232459","ze301736","ze238325",,"2023-12-20 03:32:24","2023-12-21 02:20:02","2023-12-27 08:32:38","0000-00-00 00:00:00",,,,,"0","524401"
"ACE23121834","1432","524705","1","2","2","0","0","0","ze44482","ze278610","ze259063",,,,"2024-01-18 03:30:36","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",,"2023 budget no longer in use",,,"0","524701"
"ACE23122025","1433","524601","1","2","0","0","0","0","ze236306","ze231169","ze321419",,,,"2024-01-22 10:22:04","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",,,,,"0","524601"
"ACE24010887","1434","524504","1","2","3","4","5","0","ze242594","ze333352","ze42366","ze301736","ze238325",,"2024-01-12 09:15:35","2024-01-12 02:03:28","2024-01-15 12:49:30","0000-00-00 00:00:00",,,,,"0","524501"
"ACE24010863","1435","524504","1","2","3","4","5","0","ze242594","ze333352","ze42366","ze301736","ze238325",,"2024-01-12 09:15:16","2024-01-12 02:02:06","2024-01-15 12:43:30","0000-00-00 00:00:00",,,,,"0","524501"
"ACE24010824","1436","526001","1","2","2","0","0","0","ze293180","ze234001","ze46035",,,,"2024-01-15 12:16:40","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",,"Drawdown done under wrong category ,distribution instead of computers",,,"0","526001"
"ACE24010940","1437","524401","1","2","0","0","0","0","ze9109089","ze232076",,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",,,,,"0","524401"
"ACE24011042","1438","526001","1","2","2","0","0","0","ze293180","ze234001","ze46035",,,,"2024-01-15 12:17:12","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",,"Drawdown done under wrong category ,distribution instead of computers",,,"0","526001"
"ACE24011138","1439","525000","1","2","3","4","5","0","ze291358","ze325650","ze46035","ze301736","ze238325",,"2024-01-30 03:40:08","2024-01-30 05:34:56","2024-01-31 09:16:30","0000-00-00 00:00:00",,,,,"0","525000"
"ACE24011194","1440","524301","1","2","2","0","0","0","ze3522741","ze299871","ze46035",,,,"2024-01-17 04:13:45","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",,"Amount is in USD Instead of ZWL ,our budgets are in ZWL",,,"0","524301"
"ACE2401115","1441","524402","1","2","2","0","0","0","ze268828","ze232076","ze232459",,,,"2024-01-17 11:46:43","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",,"Wrong undertaking ",,,"0","524401"
"ACE24011217","1442","524604","1","2","3","4","5","0","ze283606","ze270482","ze321419","ze301736","ze238325",,"2024-01-26 12:02:20","2024-01-26 03:23:58","2024-01-29 12:01:17","0000-00-00 00:00:00",,,,,"0","524601"
"ACE24011279","1443","524604","1","2","3","4","5","0","ze283606","ze270482","ze321419","ze301736","ze238325",,"2024-01-26 12:01:58","2024-01-26 03:23:46","2024-01-29 12:00:59","0000-00-00 00:00:00",,,,,"0","524601"
"ACE24011234","1444","524603","1","2","3","4","5","0","ze319295","ze270482","ze321419","ze301736","ze238325",,"2024-01-26 11:59:55","2024-01-26 03:23:27","2024-01-29 12:00:31","0000-00-00 00:00:00",,,,,"0","524601"
"ACE24011277","1445","524603","1","2","2","0","0","0","ze319295","ze231169","ze321419",,,,"2024-01-26 12:00:32","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",,"Duplication",,,"0","524601"
"ACE24011243","1446","524603","1","2","3","3","0","0","ze319295","ze231169","ze321419","ze301736",,,"2024-01-26 11:59:32","2024-01-26 03:23:15","0000-00-00 00:00:00","0000-00-00 00:00:00",,,"PLEASE PUT THE ASSET TO BE BOUGHT - DEPOT OPERATIONS IS NOT AN ASSET",,"0","524601"
"ACE24011281","1447","524402","1","2","3","4","5","0","ze268828","ze232076","ze232459","ze301736","ze238325",,"2024-01-17 11:46:12","2024-01-17 04:47:20","2024-01-18 03:17:11","0000-00-00 00:00:00",,,,,"0","524401"
"ACE24011257","1448","524702","1","2","3","4","5","0","ze226769","ze278610","ze259063","ze301736","ze238325",,"2024-01-15 03:12:40","2024-01-16 05:29:00","2024-01-17 08:45:32","0000-00-00 00:00:00",,,,,"0","524701"
"ACE24011286","1449","524602","1","2","3","4","5","0","ze289329","ze231169","ze321419","ze301736","ze238325",,"2024-01-26 11:56:19","2024-01-26 03:22:18","2024-01-29 11:59:56","0000-00-00 00:00:00",,,,,"0","524601"
"ACE24011226","1450","524602","1","2","3","4","5","0","ze289329","ze270482","ze321419","ze301736","ze238325",,"2024-01-26 11:55:51","2024-01-26 03:22:06","2024-01-29 11:59:16","0000-00-00 00:00:00",,,,,"0","524601"
"ACE24011249","1451","524702","1","2","3","4","5","0","ze226769","ze278610","ze259063","ze301736","ze238325",,"2024-01-15 03:09:50","2024-01-16 05:28:50","2024-01-17 08:45:43","0000-00-00 00:00:00",,,,,"0","524701"
"ACE2401122","1452","524602","1","2","3","4","5","0","ze289329","ze270482","ze321419","ze301736","ze238325",,"2024-01-26 11:53:46","2024-01-26 03:21:27","2024-01-29 11:58:44","0000-00-00 00:00:00",,,,,"0","524601"
"ACE24011278","1453","524504","1","2","3","4","5","0","ze242594","ze333352","ze42366","ze301736","ze238325",,"2024-01-12 04:14:31","2024-01-15 01:27:47","2024-01-15 03:10:43","0000-00-00 00:00:00",,,,,"0","524501"
"ACE24011297","1454","524504","1","2","3","4","5","0","ze242594","ze333352","ze42366","ze301736","ze238325",,"2024-01-12 04:13:32","2024-01-15 01:27:28","2024-01-15 03:10:29","0000-00-00 00:00:00",,,,,"0","524501"
"ACE24011216","1455","524504","1","2","3","4","5","0","ze242594","ze333352","ze42366","ze301736","ze238325",,"2024-01-12 04:11:09","2024-01-15 01:27:16","2024-01-15 03:10:19","0000-00-00 00:00:00",,,,,"0","524501"
"ACE24011576","1456","524705","1","2","3","4","5","0","ze44482","ze278610","ze259063","ze301736","ze238325",,"2024-01-18 11:59:21","2024-01-18 06:39:35","2024-01-19 03:39:03","0000-00-00 00:00:00",,,,,"1","524701"
"ACE24011519","1457","526001","1","1","0","0","0","0","ze293180","ze234001",,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","Incorrect valuation",,,,"0","526001"
"ACE24011554","1458","526001","1","1","0","0","0","0","ze293180","ze234001",,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","Incorrect valuation",,,,"0","526001"
"ACE24011591","1459","526001","1","2","3","4","5","0","ze293180","ze234001","ze46035","ze301736","ze238325",,"2024-01-17 04:11:54","2024-01-17 04:46:55","2024-01-18 03:16:51","0000-00-00 00:00:00",,,,,"0","526001"
"ACE24011526","1460","526001","1","2","3","4","5","0","ze293180","ze234001","ze46035","ze301736","ze238325",,"2024-01-15 04:27:05","2024-01-16 05:28:40","2024-01-17 08:46:12","0000-00-00 00:00:00",,,,,"0","526001"
"ACE24011889","1461","524401","1","2","3","4","5","0","ze38466","ze10855","ze232459","ze301736","ze238325",,"2024-02-06 11:43:27","2024-02-06 03:26:21","2024-02-07 10:51:59","0000-00-00 00:00:00",,,,,"0","524401"
"ACE24011858","1462","523001","1","2","3","4","5","0","ze346373","ze294268","ze46035","ze301736","ze238325",,"2024-01-30 03:22:46","2024-01-30 05:34:35","2024-01-31 09:16:00","0000-00-00 00:00:00",,,,,"0","523001"
"ACE24011832","1463","524705","1","2","3","4","5","0","ze44482","ze278610","ze259063","ze301736","ze238325",,"2024-01-24 11:04:20","2024-01-25 11:21:53","2024-01-25 04:23:45","0000-00-00 00:00:00",,,,,"1","524701"
"ACE24011991","1464","524702","1","2","3","4","5","0","ze226769","ze278610","ze259063","ze301736","ze238325",,"2024-01-24 11:41:41","2024-01-25 11:21:22","2024-01-25 04:23:35","0000-00-00 00:00:00",,,,,"0","524701"
"ACE24011947","1465","524703","1","2","2","0","0","0","ze282588","ze278610","ze259063",,,,"2024-02-08 09:31:50","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",,"Allocated to wrong Asset class",,,"0","524701"
"ACE24011964","1466","524701","1","2","2","0","0","0","ze30570","ze278610","ze259063",,,,"2024-01-24 11:52:37","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",,"ACE done in wrong budget",,,"0","524701"
