"adjid","item1","quantity1","supplier1","item1_unitprice","item1_total","supplier1_quotation_date","supplier1_quotation","supplier2","supplier2_unitprice1","supplier2_total1","supplier2_quotation_date","supplier2_quotation","supplier3","supplier3_unitprice1","supplier3_total1","supplier3_quotation_date","supplier3_quotation","description","specifications","award1","pr_number","date_created","section_code","remarks","direct_purchase1","direct_purchase2","direct_purchase3","direct_purchase4","direct_purchase5","direct_purchase6","direct_purchase7","direct_purchase8","direct_purchase9","direct_purchase10","service_type","ace","ace_spec","proc_ref","region"
"D22082513","sept 2022 rental for  Eng Tachiona Network Develop","1","Crusader","720000.00","720000.00","2022-08-25","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," September 2022 rental","specs/","Crusader","10235707","2022-08-25 14:40:23","523001",,"direct_purchases/1661438423scan0003.pdf",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D22082564","rental for the month of sept 2022 SCSO Maindidze  ","1","Rodbell","250000.00","250000.00","2022-08-25","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," September 2022 rental","specs/","Rodbell","10235706","2022-08-25 14:34:56","523001",,"direct_purchases/1661438096scan.pdf",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D22082568","Sept 2022 rental for ruwa depot ","1","Guest and Tanner","2686255.00","2686255.00","2022-08-25","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," September 2022 rental","specs/","Guest and Tanner","10235708","2022-08-25 14:37:37","523001",,"direct_purchases/1661438257scan0002.pdf",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D22082588","Rental for the month of sept 2022 for Eng Mbavarir","1","Guest and Tanner","4170800.00","4170800.00","2022-08-25","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," September 2022 rentals","specs/","Guest and Tanner","10235709","2022-08-25 14:29:11","523001",,"direct_purchases/1661437751scan0001.pdf",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D22082686","JJ Maintenance","1","JJ Maintenance","469800.00","469800.00","2022-08-26","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," September rental for SCSO Mwale Glen view depot","specs/","JJ Maintenance","10235757","2022-08-26 14:43:56","523001",,"direct_purchases/1661525036scan0005.pdf",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D22082695","rental","1","JJ Maintenance","1357200.00","1357200.00","2022-08-26","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," September 2022 rental for SCSO Njenda  Southerton depot","specs/","JJ Maintenance","10235756","2022-08-26 14:47:48","523001",,"direct_purchases/1661525268scan0006.pdf",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D22083083","Just Pure Services Waste collection services","1","Just Pure","150000.00","150000.00","2022-08-30","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," WASTE COLLECTION SERVICES","specs/","Just Pure","10235875","2022-08-30 11:23:35","523001",,"direct_purchases/1661858615scan.pdf",,,,,,,,,,"Direct Purchase",,,"acc474020","harare"
"D22090142","repairs at Dunkled","1","Mount Sinai","1431000.00","1431000.00","2022-09-01","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," mount sinai plumbing repairs","specs/","Mount Sinai","10235997","2022-09-01 09:36:00","523001",,"direct_purchases/1662024960scan0001.pdf",,,,,,,,,,"Direct Purchase",,,"acc475100","harare"
"D22090147","REFUSE COLLECTION","1","Ladgen","50000.00","50000.00","2022-09-01","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," REFUSE COLLECTION","specs/","Ladgen","10236000","2022-09-01 09:30:27","523001",,"direct_purchases/1662024627scan0002.pdf",,,,,,,,,,"Direct Purchase",,,"acc474020","harare"
"D22090167","repairs at Dunkled","1",,"0.00","0.00","2022-09-01","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," mount sinai plumbing repairs","specs/","Mount Sinai","10235997","2022-09-01 10:43:52","523001",,"direct_purchases/1662029032scan0001.pdf",,,,,,,,,,,,,"acc475100","harare"
"D22090188","storage and handling fees for Eng Chigumira","1","Biddulphs Removals","462400.00","462400.00","2022-09-01","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," storage and handling fees for Eng Chigumira","specs/","Biddulphs Removals","10235996","2022-09-01 09:33:35","523001",,"direct_purchases/1662024815scan0003.pdf",,,,,,,,,,"Direct Purchase",,,"acc473600","harare"
"D22090582","Telone","1","Telone","182742.00","182742.00","2022-09-05","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," ADSL BROADBAND INTERNET FOR GM, HR & FM","specs/","Telone","10236149","2022-09-05 14:33:58","523001",,"direct_purchases/1662388438scan0007.pdf",,,,,,,,,,"Direct Purchase",,,"acc473330","harare"
"D22090621","Performance Review Motivational Presentation","1","Aurthur Marara","400000.00","400000.00","2022-09-05","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Performance Review Motivational Presentation","specs/","Aurthur Marara","10236129","2022-09-06 06:40:35","523001",,,,,,,,,,,,"Direct Purchase",,,"acc473620","harare"
"D22090628","SHAW CONFERENCE FEES","1","NSSA","3025000.00","3025000.00","2022-09-06","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," NSSA SHAW CONFERENCE FEES","specs/","NSSA","10236250","2022-09-06 10:40:05","523001",,"direct_purchases/ZETDC SHAW CONFERENCE INVOICE.pdf",,,,,,,,,,"Direct Purchase",,,"acc473510","harare"
"D22090911","Accommodation for 5 people (NSSA SHAW Conference i","1","Kingdom Hotel","672000.00","672000.00","2022-09-08","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Accommodation for 5- NSSA SHAW Conference","specs/","Kingdom Hotel","10236619","2022-09-09 10:24:17","523001",,"direct_purchases/ZETDC 2-6 October 2022.pdf",,,,,,,,,,"Direct Purchase",,,"acc473620","harare"
"D22090916","Medical bills for Blessing Chakuzira","1","Pioneering Health Group","76000.00","76000.00","2022-08-28","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Consultation for Blessing Chakuzira","specs/","Pioneering Health Group","10236585","2022-09-09 10:21:50","523001",,"direct_purchases/BLESSING CHAKAZIRA INVOICE 29 .08.2022.pdf",,,,,,,,,,"Direct Purchase",,,"acc473670","harare"
"D22090919","August 2022 Rental - Satande","1","Zoomway","665000.00","665000.00","2022-09-09","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Zoomway rental for SCSO Satande for the Aug 2022","specs/","Zoomway","10236603","2022-09-09 12:17:18","523001",,"direct_purchases/scan0012.pdf",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D22090942","August 2022 Rental - Satande","1",,"0.00","0.00","2022-09-09","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Zoomway rental for SCSO Satande for the Aug 2022","specs/","Zoomway","10236603","2022-09-09 12:27:55","523001",,"direct_purchases/1662726475scan0012.pdf",,,,,,,,,,,,,"acc474010","harare"
"D2209096","Consultation for Kudzanai Kawere","1","Pioneering Health Group","76000.00","76000.00","2022-08-29","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Consultation for Kudzanai Kawere","specs/","Pioneering Health Group","10236583","2022-09-09 10:15:57","523001",,"direct_purchases/KUDZZAI KAWERE INVOICE 29 .08.2022.pdf",,,,,,,,,,"Direct Purchase",,,"acc473670","harare"
"D22090978","Accommodation  for DM South Mr Chigumira","1","Cresta Lodge","758000.00","758000.00","2022-09-09","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Accommodation for DM South Mr Chigumira","specs/","Cresta Lodge","10236638","2022-09-09 12:08:30","523001",,"direct_purchases/1662725310scan0013.pdf",,,,,,,,,,"Direct Purchase",,,"acc473620","harare"
"D22090989","zoomway sep 2022  rental","1","Zoomway","665000.00","665000.00","2022-09-09","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," September 2022 rental for SCSO Satande","specs/","Zoomway","10236605","2022-09-09 12:13:56","523001",,"direct_purchases/1662725636scan0011.pdf",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D22091218","Medical bills for Rosemary Makuwe","1","PSMI Westend Hospital","18055.00","18055.00","2022-09-12","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Medical bill for Rosemary Makuwe","specs/","PSMI Westend Hospital","10236746","2022-09-12 15:36:27","523001",,"direct_purchases/1662996987CLIENTS_BILLS (1).zip",,,,,,,,,,"Direct Purchase",,,"acc473670","harare"
"D22091224","Medical bills for Kudzanai Kawere","1","PSMI Westend Hospital","35886.00","35886.00","2022-09-12","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Medical bill for Kudzanai Kawere","specs/","PSMI Westend Hospital","10236749","2022-09-12 15:34:53","523001",,"direct_purchases/CLIENTS_BILLS (1).zip",,,,,,,,,,"Direct Purchase",,,"acc473670","harare"
"D22091250","Medical bills for Blessing Chakuzira","1","PSMI Westend Hospital","61501.00","61501.00","2022-09-12","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Medical bills","specs/","PSMI Westend Hospital","10236744","2022-09-12 15:38:41","523001",,"direct_purchases/1662997121CLIENTS_BILLS (1).zip",,,,,,,,,,"Direct Purchase",,,"acc473670","harare"
"D22091492","Sanitary services for Aug 2022","1","CLEARDEAN PROPERTY CLEANERS","199000.00","199000.00","2022-08-17","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Sanitary services for August 2022","specs/","CLEARDEAN PROPERTY CLEANERS","10236982","2022-09-14 10:43:16","523001",,"direct_purchases/ZETDC Sanitary Service August 2022 inv.xlsx",,,,,,,,,,"Direct Purchase",,,"acc473640","harare"
"D22091613","Almin  materials","1","Almin Metal Industry","1302435.00","1302435.00","2022-09-16","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Aluminum materials for partitioning finance section","specs/","Almin Metal Industry","10237185","2022-09-16 10:38:30","523001",,"direct_purchases/scan0020.pdf",,,,,,,,,,"Direct Purchase",,,"acc475005","harare"
"D22091680","upper manyame","1","Upper Manyame","1.00","1.00","2022-09-16","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Upper Manyame Sub catchment ","specs/","Upper Manyame","10237172","2022-09-16 10:48:12","523001",,"direct_purchases/1663325292scan0017.pdf",,,,,,,,,,"Direct Purchase",,,"acc473440","harare"
"D22091955","FLIGHT FARES TO VICTORIA FALLS (INCL RETURN)","1","FASTJET","1719997.00","1719997.00","2022-09-19","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Flight fares to Victoria Falls-NSSA SHAW CONFERENCE","specs/","FASTJET","10237333","2022-09-19 11:51:26","523001",,"direct_purchases/BookingReceipt_FXOJ0E.pdf",,,,,,,,,,"Direct Purchase",,,"acc473510","harare"
"D22092610","Sanavan September 2022 rental","1","Sandevan","1500000.00","1500000.00","2022-09-26","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Sandavan September 2022 rental for SCSO Makove","specs/","Sandevan","10237698","2022-09-26 07:55:08","523001",,"direct_purchases/scan0027.pdf",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D22092623","Standard newspapers","5","ALPHA MEDIA Holdings","14300.00","71500.00","2022-09-26","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Standard newspapers for RMT Harare region  5 copies","specs/","ALPHA MEDIA Holdings","10237769","2022-09-26 12:50:44","523001",,"direct_purchases/1664196644scan0032.pdf",,,,,,,,,,"Direct Purchase",,,"acc473810","harare"
"D22092640","herald newspapers","7","Zimbabwe Newspapers Herald","53300.00","373100.00","2022-09-26","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Herald for Harare Region 7 copies","specs/","Zimbabwe Newspapers Herald","10237762","2022-09-26 12:54:13","523001",,"direct_purchases/scan0033.pdf",,,,,,,,,,"Direct Purchase",,,"acc473810","harare"
"D22092643","Crusader October 2022 Rental","1","Crusader","760000.00","760000.00","2022-09-26","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Crusader October 2022 rental for Eng Tachiona ","specs/","Crusader","10237753","2022-09-26 09:24:06","523001",,"direct_purchases/crusader 1.pdf",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D22092652","Rodbell October rental for SCSO Maindidze Southert","1","Rodbell","250000.00","250000.00","2022-09-26","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Rodbell October 2022 rental for SCSO Maindidze Southerton Depot","specs/","Rodbell","10237693","2022-09-26 07:45:26","523001",,"direct_purchases/1664178326scan0024.pdf",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D22092657","Zimbabwe Independent newspapers","5","ALPHA MEDIA Holdings","27300.00","136500.00","2022-09-26","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Zimbabwe Independent newspapers for RMT members","specs/","ALPHA MEDIA Holdings","10237766","2022-09-26 13:03:48","523001",,"direct_purchases/scan0036.pdf",,,,,,,,,,"Direct Purchase",,,"acc473810","harare"
"D22092665","October 2022 rental","1","Zoomway","665000.00","665000.00","2022-09-26","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Zoomway  Investments October 2022 rental for SCSO Satande","specs/","Zoomway","10237674","2022-09-26 07:51:32","523001",,"direct_purchases/scan0026.pdf",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D22092667","Dailynews for RMT","5","Associated Newspaper of Zimbabwe","109200.00","546000.00","2022-09-26","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Dailynews for RMT Harare Region 5 copies","specs/","Associated Newspaper of Zimbabwe","10237764","2022-09-26 13:01:06","523001",,"direct_purchases/1664197266scan0035.pdf",,,,,,,,,,"Direct Purchase",,,"acc473810","harare"
"D22092668","October 2022 rental","1","Guest and Tanner","3165026.00","3165026.00","2022-09-26","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Guest and Tanner October rental for Ruwa Depot","specs/","Guest and Tanner","10237692","2022-09-26 07:47:58","523001",,"direct_purchases/1664178478scan0025.pdf",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D22092674","JJ Maintenance rental","1","JJ Maintenance","1.00","1.00","2022-09-26","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," October 2022 rental for SCSO Mwale Waterfalls depot","specs/","JJ Maintenance","10237695","2022-09-26 07:37:41","523001",,"direct_purchases/1664177861scan0022.pdf",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D22092675","Financial Gazette","5","Financial Gazette","3000.00","15000.00","2022-09-26","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Financial Gazette  for RMT members 5 copies","specs/","Financial Gazette","10237758","2022-09-26 12:47:07","523001",,"direct_purchases/1664196427scan0031.pdf",,,,,,,,,,"Direct Purchase",,,"acc473810","harare"
"D22092683","JJ Maintenance October 2022  rental for SCSO Njend","1","JJ Maintenance","1.00","1.00","2022-09-26","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," JJ Maintenance October rental for scso Njenda Glen view depot","specs/","JJ Maintenance","10237694","2022-09-26 07:41:37","523001",,"direct_purchases/1664178097scan0023.pdf",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D22092693","Newsday newspapers","5","ALPHA MEDIA Holdings","85800.00","429000.00","2022-09-26","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Newsday Mon - Sat for 3months","specs/","ALPHA MEDIA Holdings","10237765","2022-09-26 12:57:25","523001",,"direct_purchases/scan0034.pdf",,,,,,,,,,"Direct Purchase",,,"acc473810","harare"
"D22092710","Blood tests for Kudzai Maposa","1","DILON CURIS","48000.00","48000.00","2022-09-26","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Blood tests for Kudzai Maposa","specs/","DILON CURIS","10237833","2022-09-27 08:18:01","523001",,"direct_purchases/ZETDC SEPTEMBER INVOICE.pdf",,,,,,,,,,"Direct Purchase",,,"acc473670","harare"
"D2209277","Emergency Hospital Consultation for I. Kativhu","1","Pioneering Health Group","36000.00","36000.00","2022-09-19","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Emergency Hospital Consultation for Ignatius Kativhu","specs/","Pioneering Health Group","10237834","2022-09-27 08:16:14","523001",,"direct_purchases/KATIVHU IGNATIUS pdf.pdf",,,,,,,,,,"Direct Purchase",,,"acc473670","harare"
"D22100498","October 2022 rental","1","Sandevan","521900.00","521900.00","2022-10-04","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," October Rental for Mr Makove - Sandavan Holdings","specs/","Sandevan","10238184","2022-10-04 08:48:13","523001",,"direct_purchases/October 2022 Rental Invoice.docx",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D2210102","Rental for the month of October 2022 for Eng Mbava","1","Guest and Tanner","501728.00","501728.00","2022-10-10","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," October Rental for Eng Mbavarira","specs/","Guest and Tanner","10238518","2022-10-10 13:35:51","523001",,"direct_purchases/1665408951scan0011.pdf",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D22101029","REFUSE COLLECTION","1","Ladgen","200000.00","200000.00","2022-10-10","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Ladgen refuse collection for the month of September 2022 invoice 01","specs/","Ladgen","10238507","2022-10-10 13:52:02","523001",,"direct_purchases/scan0014.pdf",,,,,,,,,,"Direct Purchase",,,"acc474020","harare"
"D22101094","Safeguard rapid response","1","Safeguard Rapid Response","22438.00","22438.00","2022-10-10","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," safeguard security service for no. 50 Dunkled","specs/","Safeguard Rapid Response","10238506","2022-10-10 13:46:40","523001",,"direct_purchases/1665409600scan0012.pdf",,,,,,,,,,"Direct Purchase",,,"acc474030","harare"
"D22101095","REFUSE COLLECTION","1",,"0.00","0.00","2022-10-10","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Ladgen refuse collection for the month of September 2022 invoice 01","specs/","Ladgen","10238507","2022-10-10 13:52:46","523001",,"direct_purchases/1665409966scan0014.pdf",,,,,,,,,,,,,"acc474020","harare"
"D22101829","Medical bills for Blessing Chakuzira","1","Pioneering Health Group","40000.00","40000.00","2022-10-11","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Medical review for Blessing Chakuzira","specs/","Pioneering Health Group","10238784","2022-10-18 15:18:41","523001",,"direct_purchases/BLESSING CHAKUZIRA ZEDTC 14.10.22pdf.pdf",,,,,,,,,,"Direct Purchase",,,"acc473640","harare"
"D22101833","Medical review","1","Pioneering Health Group","64000.00","64000.00","2022-10-11","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Medical review for SHackmore Bvume Mudzudza","specs/","Pioneering Health Group","10238786","2022-10-18 15:20:23","523001",,"direct_purchases/SHACKMORE BVUME MUDZUDZA 04.10.22.pdf",,,,,,,,,,"Direct Purchase",,,"acc473640","harare"
"D22101871","Medical review","1","Pioneering Health Group","40000.00","40000.00","2022-10-14","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Medical review for Stan karimatsenga","specs/","Pioneering Health Group","10238788","2022-10-18 15:17:04","523001",,"direct_purchases/STAN KARIMATSENGA.pdf",,,,,,,,,,"Direct Purchase",,,"acc473640","harare"
"D22101956","Medication for 5 employees","1","TOPCARE PHARMACY","103700.00","103700.00","2022-10-15","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Medication for 5 employee-Injury on duty","specs/","TOPCARE PHARMACY","10239054","2022-10-19 07:49:42","523001",,"direct_purchases/Pro Forma Invoice ZETDC (1).pdf",,,,,,,,,,"Direct Purchase",,,"acc473670","harare"
"D22102115","Ambulance services ","1","Ace Ambulance","160000.00","160000.00","2022-10-21","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Ambulance services for Raphael Chitsaka (Emergency at work)","specs/","Ace Ambulance","10239303","2022-10-21 11:31:38","523001",,"direct_purchases/ITF 263 Ace Air & Ambulance (1).pdf",,,,,,,,,,"Direct Purchase",,,"acc473670","harare"
"D22102525","NOV 2022 RENTAL ","1","JJ MAINTENANCE","1.00","1.00","2022-10-25","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," JJ MAINTENANCE RENTAL NOV 2022 PLUS DEPOSIT FOR SCSO MAORERA MABVUKU","specs/","JJ MAINTENANCE","10239445","2022-10-25 13:48:56","523001",,"direct_purchases/1666705736scan0055.pdf",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D22102545","COFFE MACHINE INGRIDIENTS FOR MEETINGS ","1","tsepo zim","1437955.00","1437955.00","2022-10-25","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," TSEPO ZIM COFFEE MACHINE INGRIDIENTS FOR HARARE REGION MEETINGS","specs/","tsepo zim","10239469","2022-10-25 14:03:40","523001",,"direct_purchases/1666706620scan0048.pdf",,,,,,,,,,"Direct Purchase",,,"acc473690","harare"
"D22102549","NOV 2022 RENTAL ","1","JJ MAINTENANCE","845000.00","845000.00","2022-10-25","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," JJ MAINTENANCE NOV 2022 RENTAL FOR SCSO NJENDA  GLENVIEW DEPOT","specs/","JJ MAINTENANCE","10239446","2022-10-25 13:52:36","523001",,"direct_purchases/1666705956scan0054.pdf",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D22102550","NOV 2022 RENTAL ","1","Rod Bell Real Estate","325000.00","325000.00","2022-10-25","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Rod Bell Real Estate Nov2022 rental for SCSO Maindidze Waterfalls depot","specs/","Rod Bell Real Estate","10239454","2022-10-25 14:18:52","523001",,"direct_purchases/1666707532scan0052.pdf",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D22102565","NOV 2022 RENTAL ","1","Guest and Tanner","503944.00","503944.00","2022-10-25","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," GUEST AND TANNER NOV 2022 RENTAL FOR ENG MBAVARIRA DM EAST","specs/","Guest and Tanner","10239461","2022-10-25 14:07:21","523001",,"direct_purchases/1666706841scan0049.pdf",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D22102570","NOV 2022 RENTAL ","1","JJ MAINTENANCE","780000.00","780000.00","2022-10-25","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," JJ MAINTENANCE NOV 2022 RENATL FOR SCSO MWALE WATERFALLS DEPOT","specs/","JJ MAINTENANCE","10239449","2022-10-25 13:55:26","523001",,"direct_purchases/1666706126scan0053.pdf",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D22102579","NOV 2022 RENTAL ","1","Crusader Real Estate","760000.00","760000.00","2022-10-25","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," CRUSDER REAL ESTATE NOV 2022 FOR NETWORK DEV. ENGINEER","specs/","Crusader Real Estate","10239457","2022-10-25 14:15:20","523001",,"direct_purchases/1666707320scan0051.pdf",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D2210258","NOV 2022 RENTAL ","1","Guest and Tanner","3245714.00","3245714.00","2022-10-25","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," GUEST AND TANNER NOV 2022 RENTAL 2022 RUWA DEPOT","specs/","Guest and Tanner","10239459","2022-10-25 14:11:15","523001",,"direct_purchases/1666707075scan0050.pdf",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D22102644","NOV 2022 RENTAL ","1","Sandeven","521900.00","521900.00","2022-10-26","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Sandevan  Nov2022 rental for Mr Makove Projects","specs/","Sandeven","10239556","2022-10-26 09:43:01","523001",,"direct_purchases/Sandvevan  nov 2022 Rental Invoice.docx",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D22103199","NOV 2022 RENTAL ","1","STOHILL","1877426.00","1877426.00","2022-10-31","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," STOHLL RENTAL FOR NOV, DEC 2022 AND JAN 2023","specs/","STOHILL","10239746","2022-10-31 08:30:15","523001",,"direct_purchases/1667205015scan0012.pdf",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D22110135","Accomodation","1","Cresta Lodge","625600.00","625600.00","2022-11-01","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," CRESTA LODGE ACCOMMODATION FOR J MAORERA","specs/","Cresta Lodge","10239854","2022-11-01 10:18:41","523001",,"direct_purchases/ZETDC-Maorera 01 Nov.pdf",,,,,,,,,,"Direct Purchase",,,"acc473620","harare"
"D22111816","lunch for hearing","1","Simbisa Brand","1.00","1.00","2022-11-18","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Lunch for hearing Mr Mugwara and Mr Kamoto","specs/","Simbisa Brand","10240781","2022-11-18 08:11:37","523001",,"direct_purchases/1668759097scan0031.pdf",,,,,,,,,,"Direct Purchase",,,"acc473700","harare"
"D22111840","refreshments for hearing","1","TM Pick n Pay","4638728.00","4638728.00","2022-11-18","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Lunches for hearing Mr Mugwara and Kamoto","specs/","TM Pick n Pay","10240783","2022-11-18 08:05:01","523001",,"direct_purchases/scan0030.pdf",,,,,,,,,,"Direct Purchase",,,"acc473700","harare"
"D2211188","Plan","1","Building Information Management","18900.00","18900.00","2022-11-18","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," A1 PLAN PLOTTING","specs/","Building Information Management","10240650","2022-11-18 08:17:21","523001",,"direct_purchases/1668759441scan0028.pdf",,,,,,,,,,"Direct Purchase",,,"acc473020","harare"
"D22112120","Dec 2022 rental","1","zoomway","665000.00","665000.00","2022-11-21","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Zoomway December 2022 rental SCSO Satande ","specs/","zoomway","10240881","2022-11-21 10:24:54","523001",,"direct_purchases/Zetdc December invoice zoomway.pdf",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D22112122","NOV 2022 RENTAL ","1","JJ MAINTENANCE","780000.00","780000.00","2022-11-21","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," JJ Maintenance Dec 2022 rental for SCSO Mwale Glen view depot","specs/","JJ MAINTENANCE","10240883","2022-11-21 10:33:49","523001",,"direct_purchases/Invocie for rent - December2022 - 13 Campbelton road , bluffhil harare.pdf",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
