"id","document_id","rfq_number","rfq_date","scope_of_work","item_required","qty","date_created","specifications","created_by","section_code","ace","ace_spec","proc_ref","region"
"1054","RQ22083062","10235888","2022-08-30","Farewell Dinner for Mr A. Matereke and Mr F Mashe at Victoria Twenty-Two",,"0","2022-12-07 10:12:16","../specifications/","ze347558","523001",,,"acc473750","harare"
"1055","RQ22090185","10236004","2022-08-30","Breakfast for Munyati Sports Festival participants at Eaglesvale (3 mornings)",,"0","2022-12-07 10:12:16","../specifications/","ze347558","523001",,,"acc473760","harare"
"1056","RQ22090227","10236060","2022-09-02","Additional bill for Mr T Chigumira's hotel stay",,"0","2022-12-07 10:12:16","../specifications/","ze347558","523001",,,"acc473620","harare"
"1057","RQ22090210","10236072","2022-09-02","Review on Stategic Workshop at Zimbali Events",,"0","2022-12-07 10:12:16","../specifications/Zimbali.jpeg","ze347558","523001",,,"acc473620","harare"
"1058","RQ22090294","10236073","2022-09-02","Accommodation for Mr J Maorera at Cresta Oasis for 6 nights",,"0","2022-12-07 10:12:16","../specifications/Cresta Oasis accomodation for Maorera.pdf","ze347558","523001",,,"acc473620","harare"
"1059","RQ22090566","10236117","2022-09-05","Performance Review - Motivational Presentation - Arthur Marara",,"0","2022-12-07 10:12:16","../specifications/STRATEGY TALK - MARARA URTHUR.pdf","ze53821","524601",,,"acc473620","harare"
"1060","RQ22090595","10236129","2022-09-05","Performance Management Review Motivational Presentation - Arthur Marara",,"0","2022-12-07 10:12:16","../specifications/QUOTE MARARA 2022.pdf","ze53821","524601",,,"acc473620","harare"
"1061","RQ2209059","10236142","2022-09-05","Additional bill for Mr T Chigumira at Cresta Lodge. Checking in 4 September 2022 and out 9 September 2022",,"0","2022-12-07 10:12:16","../specifications/Cresta Lodge 5 September.pdf","ze347558","523001",,,"acc473620","harare"
"1062","RQ22090564","10236141","2022-09-05","Station Refurbishment (Tilling, Painting, Ceiling) Glenview CSC and Glenora Banking receipting Office",,"0","2022-12-07 10:12:16","../specifications/","ze53821","524601",,,"acc475005","harare"
"1065","RQ22090575","10236160","2022-09-05","Solar Home Installation Training and Meals 29 Aug - 2 September 2022",,"0","2022-12-07 10:12:16","../specifications/ZETDC HARARE REGION SOLAR HOME INSTALLATION 29 AUG-2 SEP 2022.pdf","ze296716","523001",,,"acc473660","harare"
"1067","RQ22090695","10236211","2022-09-06","Supply oil pump for Daff 825 fleet 2429 for East District",,"0","2022-12-07 10:12:16","../specifications/","ze7277","524201",,,"acc473930","harare"
"1068","RQ22090612","10236169","2022-09-06","Telephone handsets for Harare Region",,"0","2022-12-07 10:12:16","../specifications/scan0009.pdf","ze281875","523001",,,"acc473360","harare"
"1069","RQ22090672","10236219","2022-09-06","plumbing materials",,"0","2022-12-07 10:12:16","../specifications/scan0008.pdf","ze281875","523001",,,"acc475005","harare"
"1070","RQ22090728","10236401","2022-09-07","CB 49 COVENTRY 11KV CABLE FAULT",,"0","2022-12-07 10:12:16","../specifications/","ze261092","524604",,,"acc473620","harare"
"1071","RQ22090798","10236409","2022-09-07","CB39 MBARE 11KV CABLE FAULT",,"0","2022-12-07 10:12:16","../specifications/","ze261092","524604",,,"acc473620","harare"
"1072","RQ22090758","10236412","2022-09-07","CB39 BEATRICE 11KV CABLE FAULT",,"0","2022-12-07 10:12:16","../specifications/","ze261092","524604",,,"acc473620","harare"
"1073","RQ22090768","10236417","2022-09-07","CB29 BEATRICE 11KV CABLE FAULT",,"0","2022-12-07 10:12:16","../specifications/","ze261092","524604",,,"acc473620","harare"
"1074","RQ22090764","10236261","2022-09-07","CB 179 WILLOWVALE SS3670 URGENT CABLE FAULT ISSUED TO NIRA&SONS ON23/08/2022",,"0","2022-12-07 10:12:16","../specifications/","ze261092","524604",,,"acc473620","harare"
"1075","RQ22090749","10236259","2022-09-07","CB109 WILLOWVALE BTWN SS3558&3330 URGENT CABLE FAULT ISSUED TO NIRA&SONS ON22/08/2022",,"0","2022-12-07 10:12:16","../specifications/","ze261092","524604",,,"acc473620","harare"
"1076","RQ22090822","10236489","2022-09-08","Procurement of Cellphone for P. Punungwe Accounting Officer and Nyamande L. Personnel Officer as per Administration Policy No. 21 on Cellphone Handsets",,"0","2022-12-07 10:12:16","../specifications/","ze53821","524601",,,"acc473310","harare"
"1077","RQ22090890","10236522","2022-09-08","Purchase of Mobile Phone for A. Chidiwuro a Messenger for her operational exigencies",,"0","2022-12-07 10:12:16","../specifications/","ze53821","524601",,,"acc473310","harare"
"1078","RQ22090827","10236537","2022-09-08","Repair gearbox for NP300 AES4686 HR5289 ",,"0","2022-12-07 10:12:16","../specifications/","ze7277","524201",,,"acc473930","harare"
"1079","RQ22090893","10236538","2022-09-08","Repair gearbox for Nissan 2.7 AAP9301 F/N627",,"0","2022-12-07 10:12:16","../specifications/","ze7277","524201",,,"acc473930","harare"
"1080","RQ22090982","10236566","2022-09-09","HR Metrics and Analysis - IPMZ Training L. Nyamande Personnel Officer South District",,"0","2022-12-07 10:12:16","../specifications/Re__HR_Analytics.zip","ze53821","524601",,,"acc473660","harare"
"1082","RQ22090917","10236604","2022-09-09","30 days 7 tonne truck hire for use by Network Development Projects team",,"0","2022-12-07 10:12:16","../specifications/","ze237485","524101",,,"acc473605","harare"
"1083","RQ22090996","10236437","2022-09-07","TO PURCHASE WEEDKILLER FOR RUWA CONTROL, EPWORTH AND DAMAFALLS CONTROL",,"0","2022-12-07 10:12:16","../specifications/WEEDKILLER.jpg","ze44482","524705",,,"acc404088","harare"
"1084","RQ22090964","10236637","2022-09-09","Accommodation for Maorera
12 - 17 September 2022
Cresta Oasis Lodge ",,"0","2022-12-07 10:12:16","../specifications/","ze296716","523001",,,"acc473620","harare"
"1085","RQ22090992","10236632","2022-09-09","HR Symposium 
3 participants
IPMZ ",,"0","2022-12-07 10:12:16","../specifications/","ze296716","523001",,,"acc473660","harare"
"1086","RQ22091270","10236738","2022-09-12","PURCHASE OF PAINTS FOR PAINTING TRANSFORMERS IN PRIMARY SUBSTATIONS",,"0","2022-12-07 10:12:16","../specifications/DULUX PAINT 2.pdf","ze3522741","524301",,,"acc475500","harare"
"1087","RQ22091278","10236735","2022-09-12","PURCHASE OF PAINTS FOR PAINTING 33 KV BUS-BARS IN PRIMARY SUBSTATIONS",,"0","2022-12-07 10:12:16","../specifications/NASH PAINT 1.pdf","ze3522741","524301",,,"acc475500","harare"
"1088","RQ22091243","10236740","2022-09-12","Accommodation for Eng. P. Mundenda for Conference on Disaster and Risk Management at Elephant Hills. ",,"0","2022-12-07 10:12:16","../specifications/Scan","ze301744","524001",,,"acc473620","harare"
"1089","RQ22091371","10235601","2022-09-07","FRONT WHEEL BEARING NP300",,"0","2022-12-07 10:12:16","../specifications/","ze234966","522102",,,"acc473930","harare"
"1090","RQ22091315","10236818","2022-09-08","650 BATTERY",,"0","2022-12-07 10:12:16","../specifications/","ze234966","522102",,,"acc473930","harare"
"1111","RQ220913101472","10236840","2022-09-13","Provision of Cleaning of Walls, Windows and Carpets at Dorset",,"0","2022-12-07 10:12:16","../specifications/","ze346373","523001",,,"acc473620",
"1112","RQ220913101845","10236842","2022-09-13","fix and supply of Curtains at Dorset ",,"0","2022-12-07 10:12:16","../specifications/","ze346373","523001",,,"acc473620",
"1142","RQ22091482","10236926","2022-09-14","Flight booking for Eng. P Mundenda to Victoria Falls for Conference on Disaster and Risk Management",,"0","2022-12-07 10:12:16","../specifications/Fastjet Quotation.pdf","ze301744","524001",,,"acc476300","harare"
"1143","RQ22091471","10236993","2022-09-14","20 Tonne overhead crane service and repairs for Transformer workshops",,"0","2022-12-07 10:12:16","../specifications/20220914_124127.jpg","ze294411","524301",,,"acc473620",
"1144","RQ22091469","10236855","2022-09-13","Purchase of Regalia for Munyati Sports Festival",,"0","2022-12-07 10:12:16","../specifications/","ze293091","523001",,,"acc473760","harare"
"1145","RQ22091424","10236999","2022-09-14","30 days hire of a 7 tonne truck for use on Dzivarasekwa flats 11kV overhead line construction.
",,"0","2022-12-07 10:12:16","../specifications/","ze237485","524101",,,"acc473600","harare"
"1146","RQ22091488","10236858","2022-09-13","Purchase of Kit bags and water bottles-Munyati sports festival",,"0","2022-12-07 10:12:16","../specifications/","ze293091","523001",,,"acc473760","harare"
"1147","RQ22091429","10236877","2022-09-13","Soccer regalia",,"0","2022-12-07 10:12:16","../specifications/","ze293091","523001",,,"acc473760","harare"
"1148","RQ22091415","10236879","2022-09-13","Netball Regalia",,"0","2022-12-07 10:12:16","../specifications/","ze293091","523001",,,"acc473760","harare"
"1149","RQ22091487","10236882","2022-09-13","Purchase of sneakers",,"0","2022-12-07 10:12:16","../specifications/","ze293091","523001",,,"acc473760","harare"
"1150","RQ22091434","10236886","2022-09-13","Athletics team regalia",,"0","2022-12-07 10:12:16","../specifications/","ze293091","523001",,,"acc473760","harare"
"1151","RQ2209143","10236915","2022-09-13","Tug of war regalia for men",,"0","2022-12-07 10:12:16","../specifications/","ze293091","523001",,,"acc473760","harare"
"1152","RQ2209145","10236916","2022-09-13","Tug of war regalia for women",,"0","2022-12-07 10:12:16","../specifications/","ze293091","523001",,,"acc473760","harare"
"1153","RQ22091472","10236917","2022-09-13","Volley ball team regalia",,"0","2022-12-07 10:12:16","../specifications/","ze293091","523001",,,"acc473760","harare"
"1154","RQ22091447","10236918","2022-09-13","Regalia for pool, chess, darts and draft teams",,"0","2022-12-07 10:12:16","../specifications/","ze293091","523001",,,"acc473760","harare"
"1155","RQ22091427","10236919","2022-09-13","Lawn and table tennis regalia",,"0","2022-12-07 10:12:16","../specifications/","ze293091","523001",,,"acc473760","harare"
"1156","RQ2209141","12345678","2022-09-14","test",,"0","2022-12-07 10:12:16","../specifications/Scan (1).pdf","ze9047785","527001",,,"acc404110","harare"
"1157","RQ22091594","10237109","2022-09-15","New Ruwa Depot building materials",,"0","2022-12-07 10:12:16","../specifications/scan0015.pdf","ze281875","523001",,,"acc475005","harare"
"1158","RQ22091551","10237091","2022-09-15","Pavers for New Waterfalls depot",,"0","2022-12-07 10:12:16","../specifications/scan0016.pdf","ze281875","523001",,,"acc475005","harare"
"1159","RQ22091629","10237168","2022-09-16","80mm x 30000 plain pavers for New Waterfalls",,"0","2022-12-07 10:12:16","../specifications/1663322711scan0016.pdf","ze281875","523001",,,"acc475005","harare"
"1160","RQ22091642","10237207","2022-09-16","Solar Home Installation and Meals - Staff Training",,"0","2022-12-07 10:12:16","../specifications/ZETDC HARARE REGION SOLAR HOME INSTALLATION 29 AUG-2 SEP 2022.pdf","ze296716","523001",,,"acc473660","harare"
"1161","RQ22091655","10237196","2022-09-16","Partitioning material for finance section",,"0","2022-12-07 10:12:16","../specifications/scan0019.pdf","ze281875","523001",,,"acc475005","harare"
"1162","RQ22091656","10237204","2022-09-16","Accommodation for Mr J Maorera: Checking in Monday 19 September and out on Saturday 24 September 2022",,"0","2022-12-07 10:12:16","../specifications/Cresta Lodge Maorera 15 Sept.jpeg","ze347558","523001",,,"acc473620","harare"
"1163","RQ2209169","10237179","2022-09-16","materials for partitioning finance offices",,"0","2022-12-07 10:12:16","../specifications/scan0018.pdf","ze281875","523001",,,"acc475005","harare"
"1164","RQ22091954","10237319","2022-09-19","Medical tests for K. Kawere",,"0","2022-12-07 10:12:16","../specifications/","ze293091","523001",,,"acc473670","harare"
"1165","RQ22091995","10237325","2022-09-19","Medical tests for I. Kativhu",,"0","2022-12-07 10:12:16","../specifications/","ze293091","523001",,,"acc473670","harare"
"1166","RQ22091983","10237332","2022-09-19","First aid equipment for first aid room",,"0","2022-12-07 10:12:16","../specifications/","ze293091","523001",,,"acc473800","harare"
"1167","RQ22091948","10237219","2022-09-19","Ultrasound scan for I. Kativhu",,"0","2022-12-07 10:12:16","../specifications/","ze293091","523001",,,"acc473670","harare"
"1168","RQ22092098","10237417","2022-09-20","Accommodation for E Gomera",,"0","2022-12-07 10:12:16","../specifications/Oddessy  accommodation for Gomera.pdf","ze347558","523001",,,"acc473760","harare"
"1169","RQ22092020","10237447","2022-09-15","Accommodation for Munyati Sport festival participants",,"0","2022-12-07 10:12:16","../specifications/","ze347558","523001",,,"acc473760","harare"
"1170","RQ22092148","10237465","2022-09-21","TO BUY CLUTCH KIT FOR ISUZU HR5193 RUWA DEPOT",,"0","2022-12-07 10:12:16","../specifications/","ze44482","524705",,,"acc473930","harare"
"1171","RQ22092287","10237502","2022-09-22","Herald (M-Sat) Hardcopy & Sunday Mail 3 months Subscriptions",,"0","2022-12-07 10:12:16","../specifications/ZETDC Harare South subscription quotation hard copy 220921.0930 (1).doc","ze53821","524601",,,"acc473810","harare"
"1172","RQ22092229","10237548","2022-09-22","Fingaz Newspaper for District Manager South - one year Subscription",,"0","2022-12-07 10:12:16","../specifications/","ze53821","524601",,,"acc473810","harare"
"1174","RQ22092297","10237558","2022-09-22","Purchase of cellphone for Secretary Engineering",,"0","2022-12-07 10:12:16","../specifications/Quotations for Cellphone Secretary Engineering.pdf","ze301744","524001",,,"acc473310","harare"
"1175","RQ2209221","10237592","2022-09-22","PURCHASE OF WETSTICKS FOR TRANSFORMER AND CIRCUIT BREAKER REPAIRS",,"0","2022-12-07 10:12:16","../specifications/WORKSHOP KITCHEN ELECTRICAL ITEMS 1.heic","ze3522741","524301",,,"acc475500","harare"
"1176","RQ22092293","10237578","2022-09-22","Purchase of Cell phone handsets for Artisan Assistants - Lines under Ruwa Depot. F, Gahadza EC No. 274097 and E. Mufori EC No. 36862 # Gincom House of Appliances",,"0","2022-12-07 10:12:16","../specifications/gincon techn.jpg","ze30570","524701",,,"acc473310","harare"
"1177","RQ22092224","10237581","2022-09-22","Purchase of Cellphone Handset for Hamandawana D EC No54933, Artisan Assistant - Lines under Ruwa Depot # Gincom House of Appliances",,"0","2022-12-07 10:12:16","../specifications/itel gincon.jpg","ze30570","524701",,,"acc473310","harare"
"1178","RQ22092631","10237800","2022-09-26","Accommodation ffor Munyati Sports Festival participantsfor Harare Region",,"0","2022-12-07 10:12:16","../specifications/","ze347558","523001",,,"acc473760","harare"
"1179","RQ22092675","10237814","2022-09-26","Accommodation for J. Maorera: Checking in 26 September 2022 and out on 1 October 2022",,"0","2022-12-07 10:12:16","../specifications/Maorera 27 September 2022.pdf","ze347558","523001",,,"acc473620","harare"
"1180","RQ22092694","10237212","2022-09-15","TO BUY SAMSUNG HANDSETS FOR RUWA ARTISAN",,"0","2022-12-07 10:12:16","../specifications/","ze44482","524705",,,"acc473310","harare"
"1181","RQ22092646","10237796","2022-09-26","To hire clothing for male models for the Munyati Sports festival",,"0","2022-12-07 10:12:16","../specifications/LAFINEST.jpeg","ze347558","523001",,,"acc473760","harare"
"1182","RQ22092728","10237852","2022-09-27","Supply R/H side brake calliper for NP300 HR5224",,"0","2022-12-07 10:12:16","../specifications/","ze7277","524201",,,"acc473930","harare"
"1183","RQ22092765","10237857","2022-09-27","Purchase of cellphones for HR Section",,"0","2022-12-07 10:12:16","../specifications/","ze293091","523001",,,"acc473310","harare"
"1184","RQ22092741","10237879","2022-09-27","Hiring of Female Models' clothing",,"0","2022-12-07 10:12:16","../specifications/Lilys Boutique 1.pdf","ze347558","523001",,,"acc473760","harare"
"1185","RQ2209278","10237858","2022-09-26","Breakfast for 22 Munyati Sports Festival participants booked at MEC Lodge.  MEC Lodge does not offer breakfast.Breakfast will be served on 1 and 2 October 2022.",,"0","2022-12-07 10:12:16","../specifications/Oddessey BREAKFAST QUOTE 01.10.22.pdf","ze347558","523001",,,"acc473760","harare"
"1186","RQ22092717","10237884","2022-09-27","Refreshments for Munyati Festival ",,"0","2022-12-07 10:12:16","../specifications/","ze296716","523001",,,"acc473760","harare"
"1187","RQ22092750","10237906","2022-09-27","Mt HAMPDEN 33/11KV S/S: REPLACEMENT OF A 33/11kV TRANSFORMER  T2 COMPLETE WITH PROTECTION AND TAP CHANGING PANELS, INCLUDING HV TRANSFORMER BAY EQUIPMENT ",,"0","2022-12-07 10:12:16","../specifications/165279081120MVA Transformer.docx","ze237485","524101","ACE22051711","specifications/165279081120MVA Transformer.docx","acc473620","harare"
"1188","RQ22092841","10237861","2022-09-27","Recondition propshaft for NP300 HR5233 Southerton depot",,"0","2022-12-07 10:12:16","../specifications/","ze7277","524201",,,"acc473930","harare"
"1189","RQ22092899","10237859","2022-09-27","Recondition propshaft for NP300 HR5222 Ops and Mains",,"0","2022-12-07 10:12:16","../specifications/","ze7277","524201",,,"acc473930","harare"
"1190","RQ22092880","10237853","2022-09-27","Recondition propshaft for NP300 HR5230 Warren Park ",,"0","2022-12-07 10:12:16","../specifications/","ze7277","524201",,,"acc473930","harare"
"1191","RQ2209287","10237935","2022-09-28","Oranges for Munyati Festival 29 September 2022 - 02 October 2022",,"0","2022-12-07 10:12:16","../specifications/","ze296716","523001",,,"acc473760","harare"
"1192","RQ22092867","10237967","2022-09-26","Topurchase Mobile phone forthe General Manager - Mr Gurupira",,"0","2022-12-07 10:12:16","../specifications/Samsobile Point.jpeg","ze347558","523001",,,"acc473310","harare"
"1193","RQ22092852","10238009","2022-09-27","Hiring of Female Models's clothing for the Munyati Sports Festival",,"0","2022-12-07 10:12:16","../specifications/Lilys Boutique 5.pdf","ze347558","523001",,,"acc473620","harare"
"1194","RQ22092924","10237982","2022-09-28","Machine engine components for DH7002 for Transport",,"0","2022-12-07 10:12:16","../specifications/","ze7277","524201",,,"acc473930","harare"
"1195","RQ22092911","10237948","2022-09-28","SupplyHPCF280A#80A BLACK",,"0","2022-12-07 10:12:16","../specifications/","ze7277","524201",,,"acc473930","harare"
"1196","RQ22092980","10237966","2022-09-28","Machine  engine components",,"0","2022-12-07 10:12:16","../specifications/","ze7277","524201",,,"acc473930","harare"
"1197","RQ22092971","10238002","2022-09-28","Machine engine components",,"0","2022-12-07 10:12:16","../specifications/","ze7277","524201",,,"acc473930","harare"
"1198","RQ22092977","10238033","2022-09-29","Purchasing cell phone handsets for  Personnel officers",,"0","2022-12-07 10:12:16","../specifications/Cell Phone Quotatations.pdf","ze224510","523001",,,"acc473310","harare"
"1199","RQ22093023","10238126","2022-09-30","REPAIR FAULTY CURRENT TRANSFORMER FOR BIRCHS TO ACES 33 KV FEEDER AT BIRCHS SPECS ARE THREE CORE, 800/1 AMPS, 15VA, CLASS 10P10",,"0","2022-12-07 10:12:16","../specifications/BIRCHS CT.jpg","ze3522741","524301",,,"acc475500","harare"
"1200","RQ2210034","10238149","2022-10-03","Accommodation for Mr J Maorera: Checking in 3 October 2022 and out on 8 October 2022",,"0","2022-12-07 10:12:16","../specifications/Maorera Invoice  3 October to 8.pdf","ze347558","523001",,,"acc473620","harare"
"1207","RQ22100424","10238161","2022-10-03","Service 51 Tonne main hoist and 10 Tonne auxiliary hoist on Workshop overhead crane.",,"0","2022-12-07 10:12:16","../specifications/Hoist Engineering.jpg","ze294411","524301",,,"acc475500","harare"
"1210","RQ22100512","10238274","2022-10-05","PURCHASE OF  OPERATIONS CELLPHONE FOR ZE44911 P MUPINI",,"0","2022-12-07 10:12:16","../specifications/","ze294411","524301",,,"acc473310","harare"
"1222","RQ22100676","10238346","2022-10-06","Procurement of Generator Diesel 4.5kVA",,"0","2022-12-07 10:12:16","../specifications/1664436674Generator Quote 2 Electrosales.jpeg","ze232459","524401","ACE22092969","specifications/1664436674Generator Quote 2 Electrosales.jpeg","acc281700","harare"
"1223","RQ2210062","10238348","2022-10-06","PURCHASE OF NEW TRANSFORMER OIL FOR BEATRICE 33/11KV TRANSFORMER MAINTENANCE",,"0","2022-12-07 10:12:16","../specifications/","ze3522741","524301",,,"acc475500","harare"
"1224","RQ22100613","10238349","2022-10-06","PURCHASE OF NEW TRANSFORMER OIL FOR DORSET 33/11KV TRANSFORMER MAINTENANCE",,"0","2022-12-07 10:12:16","../specifications/","ze3522741","524301",,,"acc475500","harare"
"1225","RQ22100723","10238389","2022-10-07","CARRY OUT SERVICE ON HR5326 REG.AFN0979 FOR COMMERCIAL   07/10/22",,"0","2022-12-07 10:12:16","../specifications/","ze223573","524201",,,"acc466607","harare"
"1226","RQ2210076","10238387","2022-10-07","CARRY OUT SERVICE ON HR5331 REG.AFN3299 FOR COMMERCIAL.",,"0","2022-12-07 10:12:16","../specifications/","ze223573","524201",,,"acc466607","harare"
"1227","RQ22100755","10238396","2022-10-07","PURCHASE OF PAINTS FOR PAINTING TRANSFORMERS FOR OPS AND MAINT",,"0","2022-12-07 10:12:16","../specifications/NASH PAINTS TRANSFORMER.pdf","ze3522741","524301",,,"acc475500","harare"
"1228","RQ22100797","10238399","2022-10-07","BUY  BOLT KITS, OIL SEALS AND SEAL OILS FOR HR5175 REG.ACO7715 FOR GLENVIEW DEPOT.",,"0","2022-12-07 10:12:16","../specifications/","ze223573","524201",,,"acc466607","harare"
"1229","RQ22100746","10238426","2022-10-07","Carry out service as per qoutation on AFN3675 HR5341 for Glen view Depot ",,"0","2022-12-07 10:12:16","../specifications/","ze7277","524201",,,"acc473930","harare"
"1230","RQ22101062","10238438","2022-10-07","Purchase of cell phones for Network Development Technicians",,"0","2022-12-07 10:12:16","../specifications/","ze237485","524101",,,"acc473310","harare"
"1231","RQ22101068","10238460","2022-10-10","PURCHASE OF ROAD LINER PAINT FOR ACTURUS CONTROL MAINTENANCE",,"0","2022-12-07 10:12:16","../specifications/ROAD LINER QUOT 2.jpg","ze249246","524704",,,"acc404088","harare"
"1232","RQ22101026","10238480","2022-10-10","Voip IP Telephone Handsets for Glenview CSC",,"0","2022-12-07 10:12:16","../specifications/","ze53821","524601",,,"acc473300","harare"
"1233","RQ22101049","10238483","2022-10-10","Accommodation for Mr J Maorera: Checking in 10 October 2022 and out on 15 October 2022",,"0","2022-12-07 10:12:16","../specifications/Cresta Lodge Maorera -10 October.pdf","ze347558","523001",,,"acc473620","harare"
"1234","RQ22101088","10238505","2022-10-10","Accommodation for F. Matonda at N1 Hotel",,"0","2022-12-07 10:12:16","../specifications/","ze224510","523001",,,"acc473620","harare"
"1235","RQ22101072","10238471","2022-10-10","urinary system Old Waterfalls",,"0","2022-12-07 10:12:16","../specifications/1665410198scan0013.pdf","ze281875","523001",,,"acc475005","harare"
"1237","RQ22101193","10238588","2022-10-10","To purchase cellphone for HRAM's secretary",,"0","2022-12-07 10:12:16","../specifications/Innovative Technologies.jpeg","ze347558","523001",,,"acc473310","harare"
"1238","RQ22101114","10238590","2022-10-07","To purchase printer catridges for HRAM's Secretary",,"0","2022-12-07 10:12:16","../specifications/Fuser technology.jpeg","ze347558","523001",,,"acc473310","harare"
"1239","RQ22101244","10238470","2022-10-11","purchase of face masks",,"0","2022-12-07 10:12:16","../specifications/","ze346373","523001",,,"acc473640","harare"
"1240","RQ22101227","10238666","2022-10-12","mersh wire  for Ruwa Depot project",,"0","2022-12-07 10:12:16","../specifications/scan0017.pdf","ze281875","523001",,,"acc475005","harare"
"1245","RQ22101368","10238683","2022-10-13","HIRING OF ONE TONNE TRUCK FOR USE AT OPS AND MAINTENANCE SECTION",,"0","2022-12-07 10:12:16","../specifications/","ze3522741","524301",,,"acc473600","harare"
"1246","RQ22101315","10238684","2022-10-13","HIRING OF ONE TONNE TRUCK FOR USE AT OPS AND MAINTENANCE SECTION",,"0","2022-12-07 10:12:16","../specifications/","ze3522741","524301",,,"acc473600","harare"
"1247","RQ22101389","10238711","2022-10-02","Accommodation and breakfast for Munyati Sports festival participants (Additional)",,"0","2022-12-07 10:12:16","../specifications/oddessey additional Invoice.pdf","ze347558","523001",,,"acc473760","harare"
"1248","RQ2210136","10238715","2022-10-13","Supply complete engine and clutch assembly",,"0","2022-12-07 10:12:16","../specifications/","ze7277","524201",,,"acc473930","harare"
"1249","RQ22101330","10238737","2022-10-13","Rubberised Door mats for Wyyne Street Bankinghall",,"0","2022-12-07 10:12:16","../specifications/Nationalcarpets Rubberised door mat.jpeg","ze346373","523001",,,"acc475005","harare"
"1250","RQ22101443","10238775","2022-10-14","repair engine on ADJ1296 CHERRY for Network Development",,"0","2022-12-07 10:12:16","../specifications/","ze7277","524201",,,"acc473930","harare"
"1251","RQ22101427","10238629","2022-10-12","Supply brake components for NP300 HR5224 as per qoutation",,"0","2022-12-07 10:12:16","../specifications/","ze7277","524201",,,"acc473930","harare"
"1253","RQ2210147","10238769","2022-10-13","Plumbing Materials for 4th Floor toilet",,"0","2022-12-07 10:12:16","../specifications/1665733901scan0018.pdf","ze346373","523001",,,"acc475005","harare"
"1256","RQ22101483","10238757","2022-10-14","plumbing material for dossert ",,"0","2022-12-07 10:12:16","../specifications/1665735787scan0019.pdf","ze346373","523001",,,"acc47570","harare"
"1257","RQ22101436","10238795","2022-10-14","Purchase of Cell phones for use by Drawing Office Staff.",,"0","2022-12-07 10:12:16","../specifications/","ze237485","524101",,,"acc473310","harare"
"1258","RQ22101765","10238857","2022-10-17","Accommodation for Mr J. Maorera.  Checking in 17 October 2022 and out on 22 October 2022",,"0","2022-12-07 10:12:16","../specifications/ZETDC-Maorera 17 October.pdf","ze347558","523001",,,"acc473620","harare"
"1260","RQ22101844","10238917","2022-10-18","Aircon Servicing - Secretary Engineering",,"0","2022-12-07 10:12:16","../specifications/","ze301744","524001",,,"acc473620","harare"
"1263","RQ22101863","10238951","2022-10-18","Daily News for RMT",,"0","2022-12-07 10:12:16","../specifications/Zesa Wynne Street OCT.xls","ze346373","523001",,,"acc473810","harare"
"1264","RQ22101839","10238993","2022-10-18","REGENERATION OF 10 400 LITRES OF TRANSFORMER OIL FOR SEKI M70 33/11KV T4",,"0","2022-12-07 10:12:16","../specifications/","ze3522741","524301",,,"acc475500","harare"
"1265","RQ22101857","10239000","2022-10-18","PURCHASE OF FLEXRITE RUBBER SEALANT FOR MAINTENANCE",,"0","2022-12-07 10:12:16","../specifications/RUBBER SEALANT.heic","ze3522741","524301",,,"acc475500","harare"
"1266","RQ22101915","10239102","2022-10-19","Purchase of Toner- Cartridge for DM East Secretary",,"0","2022-12-07 10:12:16","../specifications/","ze30570","524701",,,"acc473020","harare"
"1267","RQ22101985","10238794","2022-10-14","Subsribtion of Herald and Sunday mail Newspapre for Sales Manager East District",,"0","2022-12-07 10:12:16","../specifications/Herald Newspaper - Sales Mgr East.jfif","ze30570","524701",,,"acc473810","harare"
"1268","RQ22101958","10238741","2022-10-13","Payment of medical bills, for contract employee Nomzamo Ncube 9077697 who was injured whilst on duty",,"0","2022-12-07 10:12:16","../specifications/Momentum invoice - Nomzamo.pdf","ze30570","524701",,,"acc473670","harare"
"1269","RQ22101978","10239065","2022-10-19","FinGaz",,"0","2022-12-07 10:12:16","../specifications/scan0020.pdf","ze346373","523001",,,"acc473810","harare"
"1271","RQ22102060","10239146","2022-10-20","reinforced mesh wire ",,"0","2022-12-07 10:12:16","../specifications/BSI Steel.jpeg","ze346373","523001",,,"acc475005","harare"
"1272","RQ22102085","10239147","2022-10-20","Purchase of Exhibition Indaba lighting at National Training Centre",,"0","2022-12-07 10:12:16","../specifications/","ze237485","524101",,,"acc473500","harare"
"1273","RQ22102049","10239053","2022-10-20","Roofing sheets for Workshop stores shade",,"0","2022-12-07 10:12:16","../specifications/","ze3522741","524301",,,"acc404091","harare"
"1274","RQ22102046","10239052","2022-10-20","Stteel structure fabrication of Workshop stores shade",,"0","2022-12-07 10:12:16","../specifications/","ze3522741","524301",,,"acc404091","harare"
"1275","RQ22102034","10239162","2022-10-20","Purchase of Cell phones for Engineers at Network Development",,"0","2022-12-07 10:12:16","../specifications/","ze237485","524101",,,"acc473310","harare"
"1276","RQ2210201","10239057","2022-10-20","Workshop front gate fabrication - OPS and Maintenance",,"0","2022-12-07 10:12:16","../specifications/","ze3522741","524301",,,"acc404091","harare"
"1277","RQ22102038","10239144","2022-10-19","Decorated venue, food, snacks and welcome drinks and ",,"0","2022-12-07 10:12:16","../specifications/Golden Conifer 20-40 yrs.pdf","ze347558","523001",,,"acc473620","harare"
