"adjid","status1","section_code1","update_user1","status2","status3","status4","status5","update_user2","update_user3","update_user4","update_user5","section_code2","section_code3","section_code4","section_code5","id","update_date1","update_date2","update_date3","update_date4","checked","checked_by","check_date","reason","reason_1","reason_2","reason_3","reason_4","order_status","order_number","payment_status","grn_delivery_status","grn_status"
"D23012083","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","437","2023-03-13 20:15:28","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D23012412","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","440","2023-03-13 20:15:18","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D23012439","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","441","2023-03-13 20:15:14","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D2301245","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","439","2023-03-13 20:15:21","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D23012487","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","442","2023-03-13 20:15:11","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D23013019","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","445","2023-03-13 20:14:58","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D2301309","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","444","2023-03-13 20:15:03","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D23013097","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","443","2023-03-13 20:15:07","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D2302022","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","449","2023-03-13 20:14:43","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D23020240","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","446","2023-03-13 20:14:54","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D2302027","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","447","2023-03-13 20:14:50","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D23020289","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","448","2023-03-13 20:14:46","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D23020668","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","450","2023-03-13 20:14:37","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D23020846","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","451","2023-03-13 20:14:32","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D23022295","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","452","2023-03-13 20:14:29","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D23022321","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","453","2023-03-13 20:14:24","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D23022722","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","457","2023-03-13 20:14:07","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D23022728","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","459","2023-03-13 20:13:59","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D23022757","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","455","2023-03-13 20:14:16","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D2302276","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","458","2023-03-13 20:14:03","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D23022774","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","454","2023-03-13 20:14:21","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D2302278","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","460","2023-03-13 20:13:56","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D23022784","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","456","2023-03-13 20:14:12","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D23022890","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","461","2023-03-13 20:13:52","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D23030197","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","462","2023-03-13 20:13:48","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D23030217","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","463","2023-03-13 20:13:44","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D23032143","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","465","2023-04-12 18:00:47","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D23032193","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","464","2023-04-12 18:00:52","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D23032414","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","472","2023-04-12 18:00:21","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D23032425","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","471","2023-04-12 18:00:25","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D23032452","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","473","2023-04-12 18:00:17","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D23032465","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","467","2023-04-12 18:00:40","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D23032470","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","470","2023-04-12 18:00:28","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D23032476","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","466","2023-04-12 18:00:43","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D23032478","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","468","2023-04-12 18:00:36","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D23032481","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","469","2023-04-12 18:00:32","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D2304052","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","475","2023-04-12 18:00:09","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D23040577","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","474","2023-04-12 18:00:13","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D23042620","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","479","2023-05-02 11:24:27","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D23042629","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","482","2023-05-02 11:24:15","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D23042637","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","484","2023-05-02 11:24:08","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D23042640","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","477","2023-05-02 11:24:35","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D23042646","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","480","2023-05-02 11:24:23","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D23042648","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","478","2023-05-02 11:24:31","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D23042661","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","483","2023-05-02 11:24:12","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D23042663","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","481","2023-05-02 11:24:20","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D23042671","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","476","2023-05-02 11:24:39","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D23042694","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","485","2023-05-02 11:24:05","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D23050293","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","487","2023-05-08 18:19:04","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D23050296","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","486","2023-05-08 18:19:08","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D23051870","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","488","2023-05-23 11:42:57","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D23051871","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","489","2023-05-23 11:42:49","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D23051991","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","490","2023-06-14 11:47:02","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D2305224","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","493","2023-05-23 11:42:27","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D23052254","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","491","2023-05-23 11:42:41","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D23052295","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","492","2023-05-23 11:42:32","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D23052932","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","494","2023-06-14 11:46:58","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D23053194","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","495","2023-06-14 11:46:54","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D23060174","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","497","2023-06-14 11:46:46","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D23060190","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","496","2023-06-14 11:46:50","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D2306054","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","499","2023-06-14 11:46:37","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D2306056","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","501","2023-06-14 11:46:30","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D23060566","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","502","2023-06-14 11:46:27","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D23060583","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","500","2023-06-14 11:46:34","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D23060597","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","498","2023-06-14 11:46:41","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D23060669","1","523001","ze281875","2","3","4","5","ze309702","ze345024","ze301736","ze238325"," "," "," "," ","504","2023-06-14 11:46:19","2023-11-29 07:45:55","2023-12-14 01:59:52","2023-12-15 10:19:09","0"," ","0000-00-00 00:00:00"," ",,,,,"0",,,,"0"
"D23060674","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","503","2023-06-14 11:46:23","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D23061263","1","523001","ze281875","2","3","4","5","ze309702","ze345024","ze301736","ze238325"," "," "," "," ","505","2023-06-14 11:46:14","2023-11-29 07:45:39","2024-01-02 01:45:10","2024-01-03 09:44:13","0"," ","0000-00-00 00:00:00"," ",,,,,"0",,,,"0"
"D23061389","1","523001","ze281875","2","3","4","5","ze309702","ze345024","ze301736","ze238325"," "," "," "," ","506","2023-06-14 11:46:10","2023-11-29 07:45:53","2024-01-18 08:54:34","2024-01-18 15:25:20","0"," ","0000-00-00 00:00:00"," ",,,,,"0",,,,"0"
"D23061916","1","523001","ze281875","2","3","4","5","ze309702","ze345024","ze301736","ze238325"," "," "," "," ","508","2023-06-22 18:36:46","2023-11-29 07:45:50","2024-01-18 08:54:50","2024-01-18 15:25:09","0"," ","0000-00-00 00:00:00"," ",,,,,"0",,,,"0"
"D23061970","1","523001","ze281875","2","3","4","5","ze309702","ze345024","ze301736","ze238325"," "," "," "," ","507","2023-06-22 18:36:50","2023-11-29 07:45:52","2024-01-18 08:54:43","2024-01-18 15:25:15","0"," ","0000-00-00 00:00:00"," ",,,,,"0",,,,"0"
"D23062326","1","523001","ze281875","2","3","4","5","ze309702","ze345024","ze301736","ze238325"," "," "," "," ","513","2023-07-20 20:21:42","2023-11-29 07:45:41","2024-01-18 11:39:51","2024-01-18 15:24:18","0"," ","0000-00-00 00:00:00"," ",,,,,"0",,,,"0"
"D23062335","1","523001","ze281875","2","3","4","5","ze309702","ze345024","ze301736","ze238325"," "," "," "," ","510","2023-07-20 20:21:53","2023-11-29 07:45:47","2024-01-18 08:55:32","2024-01-18 15:24:49","0"," ","0000-00-00 00:00:00"," ",,,,,"0",,,,"0"
"D23062368","1","523001","ze281875","2","3","4","5","ze309702","ze345024","ze301736","ze238325"," "," "," "," ","512","2023-07-20 20:21:46","2023-11-29 07:45:44","2024-01-18 11:39:47","2024-01-18 15:24:27","0"," ","0000-00-00 00:00:00"," ",,,,,"0",,,,"0"
"D23062390","1","523001","ze281875","2","3","4","5","ze309702","ze345024","ze301736","ze238325"," "," "," "," ","509","2023-07-20 20:21:57","2023-11-29 07:45:48","2024-01-18 08:55:09","2024-01-18 15:24:58","0"," ","0000-00-00 00:00:00"," ",,,,,"0",,,,"0"
"D23062395","1","523001","ze281875","2","3","4","5","ze309702","ze345024","ze301736","ze238325"," "," "," "," ","511","2023-07-20 20:21:50","2023-11-29 07:45:46","2024-01-18 11:39:42","2024-01-18 15:24:34","0"," ","0000-00-00 00:00:00"," ",,,,,"0",,,,"0"
"D23062870","1","523001","ze281875","2","3","4","5","ze309702","ze345024","ze301736","ze238325"," "," "," "," ","514","2023-07-20 20:21:39","2023-11-29 07:45:43","2024-01-18 11:39:54","2024-01-18 15:24:10","0"," ","0000-00-00 00:00:00"," ",,,,,"0",,,,"0"
"D23070546","1","523001","ze281875","2","3","4","5","ze309702","ze345024","ze301736","ze238325"," "," "," "," ","515","2023-07-20 20:21:34","2023-11-29 07:45:29","2024-01-18 11:39:58","2024-01-18 15:23:57","0"," ","0000-00-00 00:00:00"," ",,,,,"0",,,,"0"
"D23071133","1","523001","ze281875","2","3","4","5","ze309702","ze345024","ze301736","ze238325"," "," "," "," ","517","2023-07-20 20:21:23","2023-11-29 07:45:28","2024-01-18 11:40:07","2024-01-18 15:23:30","0"," ","0000-00-00 00:00:00"," ",,,,,"0",,,,"0"
"D23071141","1","523001","ze281875","2","3","4","5","ze309702","ze345024","ze301736","ze238325"," "," "," "," ","516","2023-07-20 20:21:31","2023-11-29 07:45:20","2024-01-18 11:40:02","2024-01-18 15:23:45","0"," ","0000-00-00 00:00:00"," ",,,,,"0",,,,"0"
"D2307187","1","523001","ze281875","2","3","4","5","ze309702","ze345024","ze301736","ze238325"," "," "," "," ","519","2023-07-20 20:21:16","2023-11-29 07:45:25","2024-01-18 11:40:16","2024-01-18 15:22:57","0"," ","0000-00-00 00:00:00"," ",,,,,"0",,,,"0"
"D23071891","1","523001","ze281875","2","3","4","5","ze309702","ze345024","ze301736","ze238325"," "," "," "," ","518","2023-07-20 20:21:20","2023-11-29 07:45:26","2024-01-18 11:40:13","2024-01-18 15:23:11","0"," ","0000-00-00 00:00:00"," ",,,,,"0",,,,"0"
"D23072523","1","523001","ze281875","2","3","4","5","ze309702","ze345024","ze301736","ze238325"," "," "," "," ","525","2023-07-27 14:00:42","2023-11-29 07:45:11","2024-01-18 11:41:45","2024-01-18 15:21:36","0"," ","0000-00-00 00:00:00"," ",,,,,"0",,,,"0"
"D2307253","1","523001","ze281875","2","3","4","5","ze309702","ze345024","ze301736","ze238325"," "," "," "," ","523","2023-07-27 14:00:33","2023-11-29 07:45:16","2024-01-18 11:42:09","2024-01-18 15:22:13","0"," ","0000-00-00 00:00:00"," ",,,,,"0",,,,"0"
"D23072532","1","523001","ze281875","2","3","4","5","ze309702","ze345024","ze301736","ze238325"," "," "," "," ","521","2023-07-27 14:00:11","2023-11-29 07:45:21","2024-01-18 11:40:24","2024-01-18 15:22:33","0"," ","0000-00-00 00:00:00"," ",,,,,"0",,,,"0"
"D23072552","1","523001","ze281875","2","3","4","5","ze309702","ze345024","ze301736","ze238325"," "," "," "," ","520","2023-07-27 14:00:07","2023-11-29 07:45:23","2024-01-18 11:40:20","2024-01-18 15:22:43","0"," ","0000-00-00 00:00:00"," ",,,,,"0",,,,"0"
"D23072574","1","523001","ze281875","2","3","4","5","ze309702","ze345024","ze301736","ze238325"," "," "," "," ","524","2023-07-27 14:00:38","2023-11-29 07:45:14","2024-01-18 11:41:48","2024-01-18 15:21:58","0"," ","0000-00-00 00:00:00"," ",,,,,"0",,,,"0"
"D23072577","1","523001","ze281875","2","3","4","5","ze309702","ze345024","ze301736","ze238325"," "," "," "," ","522","2023-07-27 14:00:16","2023-11-29 07:45:05","2024-01-18 11:40:29","2024-01-18 15:22:23","0"," ","0000-00-00 00:00:00"," ",,,,,"0",,,,"0"
"D23072693","1","523001","ze281875","2","3","4","5","ze309702","ze345024","ze301736","ze238325"," "," "," "," ","526","2023-07-27 14:00:46","2023-11-29 07:45:10","2024-01-18 11:41:39","2024-01-18 15:21:12","0"," ","0000-00-00 00:00:00"," ",,,,,"0",,,,"0"
"D23082958","1","523001","ze281875","2","3","4","5","ze309702","ze345024","ze301736","ze238325"," "," "," "," ","527","2023-09-06 09:04:45","2023-11-29 07:45:08","2024-01-18 11:41:32","2024-01-18 15:20:53","0"," ","0000-00-00 00:00:00"," ",,,,,"0",,,,"0"
"D23082967","1","523001","ze281875","2","3","4","5","ze309702","ze345024","ze301736","ze238325"," "," "," "," ","528","2023-09-06 09:04:41","2023-11-29 07:45:07","2024-01-18 11:41:04","2024-01-18 15:20:28","0"," ","0000-00-00 00:00:00"," ",,,,,"0",,,,"0"
"D23083183","1","523001","ze281875","2","3","4","5","ze309702","ze345024","ze301736","ze238325"," "," "," "," ","529","2023-09-06 09:04:36","2023-11-29 07:44:46","2024-01-18 11:40:58","2024-01-18 15:18:23","0"," ","0000-00-00 00:00:00"," ",,,,,"0",,,,"0"
"D23122035","1","524601","ze236306","0","0","0","0"," "," "," "," "," "," "," "," ","530","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," "," "," "," "," ","0",,,,"0"
"D24022346","1","524601","ze53821","0","0","0","0"," "," "," "," "," "," "," "," ","531","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," "," "," "," "," ","0",,,,"0"
"D24032167","1","522301","ze345024","0","0","0","0"," "," "," "," "," "," "," "," ","532","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," "," "," "," "," ","0",,,,"0"
"D24032776","1","522301","ze261084","0","0","0","0"," "," "," "," "," "," "," "," ","533","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," "," "," "," "," ","0",,,,"0"
"D24032829","1","523001","ze281875","2","3","4","5","ze294268","ze233366","ze301736","ze238325"," "," "," "," ","534","2024-04-02 08:05:41","2024-04-03 15:20:51","2024-04-04 12:25:45","2024-04-04 16:14:55","0"," ","0000-00-00 00:00:00"," ",,,,,"0",,,,"0"
"D24032836","1","522301","ZE9141359","0","0","0","0"," "," "," "," "," "," "," "," ","536","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," "," "," "," "," ","0",,,,"0"
"D24032857","1","523001","ze281875","2","3","4","5","ze294268","ze261084","ze301736","ze238325"," "," "," "," ","535","2024-04-02 08:05:21","2024-04-03 15:05:59","2024-04-04 01:44:40","2024-04-04 16:13:33","0"," ","0000-00-00 00:00:00"," ",,,,,"0",,,,"0"
"D24032894","1","522301","ZE9141359","0","0","0","0"," "," "," "," "," "," "," "," ","537","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," "," "," "," "," ","0",,,,"0"
"D24040251","1","523001","ze281875","2","0","0","0","ze224510"," "," "," "," "," "," "," ","538","2024-04-16 10:48:06","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
