"document_id","supplier1","rfq_no","payment_terms1","bid_validity1","delivery_period1","technical_specifications1","valid_tax_clearance1","registered_with_praz1","tax_status1","site_visit_done1","samples_delivered1","decision1","total1","remarks1","supplier2","payment_terms2","bid_validity2","delivery_period2","decision2","total2","technical_specifications2","valid_tax_clearance2","registered_with_praz2","tax_status2","site_visit_done2","samples_delivered2","remarks2","supplier3","payment_terms3","bid_validity3","delivery_period3","technical_specifications3","valid_tax_clearance3","registered_with_praz3","tax_status3","site_visit_done3","samples_delivered3","decision3","total3","remarks3","supplier4","payment_terms4","bid_validity4","delivery_period4","technical_specifications4","valid_tax_clearance4","registered_with_praz4","tax_status4","site_visit_done4","samples_delivered4","decision4","total4","remarks4","supplier5","payment_terms5","bid_validity5","delivery_period5","technical_specifications5","valid_tax_clearance5","registered_with_praz5","tax_status5","site_visit_done5","samples_delivered5","decision5","total5","remarks5","supplier6","payment_terms6","bid_validity6","delivery_period6","technical_specifications6","valid_tax_clearance6","registered_with_praz6","tax_status6","site_visit_done6","samples_delivered6","decision6","total6","remarks6","supplier7","payment_terms7","bid_validity7","delivery_period7","technical_specifications7","valid_tax_clearance7","registered_with_praz7","tax_status7","site_visit_done7","samples_delivered7","decision7","total7","remarks7","supplier8","payment_terms8","bid_validity8","delivery_period8","technical_specifications8","valid_tax_clearance8","registered_with_praz8","tax_status8","site_visit_done8","samples_delivered8","decision8","total8","remarks8","supplier9","payment_terms9","bid_validity9","delivery_period9","technical_specifications9","valid_tax_clearance9","registered_with_praz9","tax_status9","site_visit_done9","samples_delivered9","decision9","total9","remarks9","supplier10","payment_terms10","bid_validity10","delivery_period10","technical_specifications10","valid_tax_clearance10","registered_with_praz10","tax_status10","site_visit_done10","samples_delivered10","decision10","total10","remarks10","supplier11","payment_terms11","bid_validity11","delivery_period11","technical_specifications11","valid_tax_clearance11","registered_with_praz11","tax_status11","site_visit_done11","samples_delivered11","decision11","total11","remarks11","supplier12","payment_terms12","bid_validity12","delivery_period12","technical_specifications12","valid_tax_clearance12","registered_with_praz12","tax_status12","site_visit_done12","samples_delivered12","decision12","total12","remarks12","supplier13","payment_terms13","bid_validity13","delivery_period13","technical_specifications13","valid_tax_clearance13","registered_with_praz13","tax_status13","site_visit_done13","samples_delivered13","decision13","total13","remarks13","supplier14","payment_terms14","bid_validity14","delivery_period14","technical_specifications14","valid_tax_clearance14","registered_with_praz14","tax_status14","site_visit_done14","samples_delivered14","decision14","total14","remarks14","supplier15","payment_terms15","bid_validity15","delivery_period15","technical_specifications15","valid_tax_clearance15","registered_with_praz15","tax_status15","site_visit_done15","samples_delivered15","decision15","total15","remarks15","supplier16","payment_terms16","bid_validity16","delivery_period16","technical_specifications16","valid_tax_clearance16","registered_with_praz16","tax_status16","site_visit_done16","samples_delivered16","decision16","total16","remarks16","supplier17","payment_terms17","bid_validity17","delivery_period17","technical_specifications17","valid_tax_clearance17","registered_with_praz17","tax_status17","site_visit_done17","samples_delivered17","decision17","total17","remarks17","supplier18","payment_terms18","bid_validity18","delivery_period18","technical_specifications18","valid_tax_clearance18","registered_with_praz18","tax_status18","site_visit_done18","samples_delivered18","decision18","total18","remarks18","supplier19","payment_terms19","bid_validity19","delivery_period19","technical_specifications19","valid_tax_clearance19","registered_with_praz19","tax_status19","site_visit_done19","samples_delivered19","decision19","total19","remarks19","supplier20","payment_terms20","bid_validity20","delivery_period20","technical_specifications20","valid_tax_clearance20","registered_with_praz20","tax_status20","site_visit_done20","samples_delivered20","decision20","total20","remarks20","supplier21","payment_terms21","bid_validity21","delivery_period21","technical_specifications21","valid_tax_clearance21","registered_with_praz21","tax_status21","site_visit_done21","samples_delivered21","decision21","total21","remarks21","supplier22","payment_terms22","bid_validity22","delivery_period22","technical_specifications22","valid_tax_clearance22","registered_with_praz22","tax_status22","site_visit_done22","samples_delivered22","decision22","total22","remarks22","supplier23","payment_terms23","bid_validity23","delivery_period23","technical_specifications23","valid_tax_clearance23","registered_with_praz23","tax_status23","site_visit_done23","samples_delivered23","decision23","total23","remarks23","supplier24","payment_terms24","bid_validity24","delivery_period24","technical_specifications24","valid_tax_clearance24","registered_with_praz24","tax_status24","site_visit_done24","samples_delivered24","decision24","total24","remarks24","supplier25","payment_terms25","bid_validity25","delivery_period25","technical_specifications25","valid_tax_clearance25","registered_with_praz25","tax_status25","site_visit_done25","samples_delivered25","decision25","total25","remarks25","supplier26","payment_terms26","bid_validity26","delivery_period26","technical_specifications26","valid_tax_clearance26","registered_with_praz26","tax_status26","site_visit_done26","samples_delivered26","decision26","total26","remarks26","supplier27","payment_terms27","bid_validity27","delivery_period27","technical_specifications27","valid_tax_clearance27","registered_with_praz27","tax_status27","site_visit_done27","samples_delivered27","decision27","total27","remarks27","supplier28","payment_terms28","bid_validity28","delivery_period28","technical_specifications28","valid_tax_clearance28","registered_with_praz28","tax_status28","site_visit_done28","samples_delivered28","decision28","total28","remarks28","supplier29","payment_terms29","bid_validity29","delivery_period29","technical_specifications29","valid_tax_clearance29","registered_with_praz29","tax_status29","site_visit_done29","samples_delivered29","decision29","total29","remarks29","supplier30","payment_terms30","bid_validity30","delivery_period30","technical_specifications30","valid_tax_clearance30","registered_with_praz30","tax_status30","site_visit_done30","samples_delivered30","decision30","total30","remarks30","status","user1","status_1","date_1","user2","status_2","date_2","user3","status_3","date_3","user4","status_4","date_4","user5","status_5","date_5","user6","status_6","date_6","user7","status_7","date_7","user8","status_8","date_8","user9","status_9","date_9","user10","status_10","date_10","finance_user","finance_status","finance_date","gm_user","gm_status","gm_date","recommendation","ranking1","ranking2","ranking3","ranking4","ranking5","order_number","reason_1","reason_2","reason_3","order_date","order_status","payment_status","grn_delivery_status","grn_status","site_visit_required","samples_required"
"TD21120984","LEDGER MINDS","10221729","on","on","on","on","on","on",,,,"on","480000",,"NORBHAT INVESTMENTS","on","on","on","on","485000","on","on","on",,,,,"CURRENTWISH ","on","on","on","on","on","on",,,,"on","477000",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,"5","ze277479","2","2021-12-21 06:21:45","ze336785","0","0000-00-00 00:00:00","ze345024","1","2021-12-20 16:30:27","ze298433","0","0000-00-00 00:00:00","ze233366","0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00"," LEDGER MINDS being the lowest bidder having complied with all the requirements is recommended to provide the goods/service at a total cost of RTGS$477000 excluding VAT.","LEDGER MINDS","NORBHAT INVESTMENTS","CURRENTWISH INVESTMENTS",,,,"Scope of work not included",,,"0000-00-00","0",,,"0","no","no"
"TD21120994","SENTINEL","10212379","on","on",,"on","on","on",,,,,"788310","NOT COMPLIANTAS THE DELIVERY PERIOD IS 7 DAYS","VOLCOM ",,"on","on",,"0","on","on","on",,,,"NOT COMLIANT AS THE PRICES ARE QUOTED IN $USD",,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,"5","ze277479","0","0000-00-00 00:00:00","ze336785","2","2021-12-10 09:05:14","ze345024","1","2021-12-30 06:55:43","ze234001","1","2021-12-10 06:46:12","ze263567","0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00"," SENTINEL being the lowest bidder having complied with all the requirements is recommended to provide the goods/service at a total cost of RTGS$788310 excluding VAT.","SENTINEL",,,,,,"No compliant bidder.",,,"0000-00-00","0",,,"0","no","no"
"TD21121368","AGRISOFT AFRICA VENTURES","10216732","on","on","on","on","on","on",,,,"on","537650",,"UNITRACK CONSULTING ENGINEERS","on","on","on","on","535300","on","on","on",,,,,"SWINGTONE ENTERPRISES","on","on","on","on","on","on",,,,"on","0",,"GREAT STRIPES INVESTMENTS","on","on","on","on","on","on",,,,"on","0",,"TINY SAFE","on","on","on","on","on","on",,,,"on","0",,"AMMAVIM","on","on","on","on","on","on",,,,"on","0",,"MSIZI BLOCK","on","on","on","on","on","on",,,,"on","0",,"HEDGEPATH INVESTMENTS","on","on","on","on","on","on",,,,"on","0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,"5","ze277479","1","2021-12-31 07:34:52","ze336785","1","2021-12-31 07:12:41","ze345024","1","2021-12-30 14:55:42","ze298433","1","2021-12-31 06:42:17","ze233366","1","2022-01-03 06:45:18",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00","ze301736","1","2022-01-03 13:28:15","ze043110","1","2022-01-06 13:54:49"," NORBHAT INVESTMENTS being the lowest bidder having complied with all the requirements is recommended to provide the goods/service at a total cost of RTGS$535300 excluding VAT.","NORBHAT INVESTMENTS","LEDGER MINDS",,,,"4500223517",,,,"2021-12-30","1",,,"0","no","no"
"TD2112137","AGRISOFT AFRICA VENTURES","10216732","on","on","on","on","on","on",,,,"on","537650",,"UNITRACK CONSULTING ENGINEERS","on","on","on","on","535300","on","on","on",,,,,"SWINGTONE ENTERPRISES","on","on","on","on","on","on",,,,"on","0",,"GREAT STRIPES INVESTMENTS","on","on","on","on","on","on",,,,"on","0",,"TINY SAFE","on","on","on","on","on","on",,,,"on","0",,"AMMAVIM","on","on","on","on","on","on",,,,"on","0",,"MSIZI BLOCK","on","on","on","on","on","on",,,,"on","0",,"HEDGEPATH INVESTMENTS","on","on","on","on","on","on",,,,"on","0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,"5","ze277479","0","0000-00-00 00:00:00","ze336785","0","0000-00-00 00:00:00","ze345024","1","2021-12-30 14:55:42","ze298433","2","2021-12-31 06:44:36","ze233366","0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00"," NORBHAT INVESTMENTS being the lowest bidder having complied with all the requirements is recommended to provide the goods/service at a total cost of RTGS$535300 excluding VAT.","NORBHAT INVESTMENTS","LEDGER MINDS",,,,,"ATTACHED DOCUMENTS NOT RELATED TO THE SERVICE OF VEHICLE",,,"0000-00-00","0",,,"0","no","no"
"TD21121449","AGRISOFT AFRICA VENTURES","10216732","on","on","on","on","on","on",,,,"on","537650",,"UNITRACK CONSULTING ENGINEERS","on","on","on","on","535300","on","on","on",,,,,"SWINGTONE ENTERPRISES","on","on","on","on","on","on",,,,"on","0",,"GREAT STRIPES INVESTMENTS","on","on","on","on","on","on",,,,"on","0",,"TINY SAFE","on","on","on","on","on","on",,,,"on","0",,"AMMAVIM","on","on","on","on","on","on",,,,"on","0",,"MSIZI BLOCK","on","on","on","on","on","on",,,,"on","0",,"HEDGEPATH INVESTMENTS","on","on","on","on","on","on",,,,"on","0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,"5","ze277479","1","2021-12-31 07:35:08","ze336785","1","2021-12-31 07:17:00","ze345024","1","2021-12-30 14:55:42","ze298433","1","2021-12-31 06:47:45","ze233366","1","2022-01-03 06:48:25",,"2","2022-05-04 08:46:32",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00","ze301736","1","2022-01-03 13:28:53","ze043110","1","2022-01-06 13:55:32"," NORBHAT INVESTMENTS being the lowest bidder having complied with all the requirements is recommended to provide the goods/service at a total cost of RTGS$535300 excluding VAT.","NORBHAT INVESTMENTS","LEDGER MINDS",,,,"4500223517","Not part of the Committee",,,"2021-12-30","1",,,"0","no","no"
"TD21121464","AGRISOFT AFRICA VENTURES","10216732","on","on","on","on","on","on",,,,"on","537650",,"SWINGTONE ENTERPRISES","on","on","on","on","535300","on","on","on",,,,,"GREAT STRIPES INVESTMENTS","on","on","on","on","on","on",,,,"on","0",,"TINY SAFE","on","on","on","on","on","on",,,,"on","0",,"AMMAVIM","on","on","on","on","on","on",,,,"on","0",,"UNITRACK CONSULTING ENGINEERS","on","on","on","on","on","on",,,,"on","0",,"MSIZI BLOCK","on","on","on","on","on","on",,,,"on","0",,"HEDGEPATH INVESTMENTS","on","on","on","on","on","on",,,,"on","0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,"5","ze277479","0","0000-00-00 00:00:00","ze336785","0","0000-00-00 00:00:00","ze345024","1","2021-12-30 14:55:42","ze298433","2","2021-12-31 06:49:14","ze233366","0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00"," NORBHAT INVESTMENTS being the lowest bidder having complied with all the requirements is recommended to provide the goods/service at a total cost of RTGS$535300 excluding VAT.","NORBHAT INVESTMENTS","LEDGER MINDS",,,,,"wrong papers attached on tender advert",,,"0000-00-00","0",,,"0","no","no"
"TD21121476","AGRISOFT AFRICA VENTURES","10267334","on","on","on","on","on","on",,,,"on","0",,"SWINGTONE ENTERPRISES","on","on","on","on","0","on","on","on",,,,,"GREAT STRIPES INVESTMENTS","on","on","on","on","on","on",,,,"on","0",,"TINY SAFE","on","on","on","on","on","on",,,,"on","0",,"AMMAVIM","on","on","on","on","on","on",,,,"on","0",,"UNITRACK CONSULTING ENGINEERS","on","on","on","on","on","on",,,,"on","0",,"MSIZI BLOCK","on","on","on","on","on","on",,,,"on","0",,"HEDGEPATH INVESTMENTS","on","on","on","on","on","on",,,,"on","0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,"1",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,,,,,,,,,,"0000-00-00","0",,,"0","no","no"
"TD2112151","FENTRAS INVESTMENTS","10212229","on","on","on","on","on","on",,,,"on","1176000",,"LEDGER MINDS","on","on","on","on","1794000","on","on","on",,,,,"NORBHAT INVESTMENTS","on","on","on","on","on","on",,,,"on","1888000",,"AGRISOFT AFRICA VENTURES","on","on","on","on","on","on",,,,"on","2940000",,"AVONEY ENTERPRISES","on","on","on","on","on","on",,,,"on","3960000",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,"4","ze277479","1","2021-12-21 06:20:00","ze325058","1","2021-12-28 10:58:04","ze261084","1","2021-12-15 11:29:23","ze298433","1","2021-12-21 06:40:35","ze233366","1","2021-12-20 07:49:34",,"2","2022-05-04 08:49:08",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00","ze301736","1","2021-12-28 14:22:32","ze043110","1","2021-12-29 11:17:15"," FENTRAS INVESTMENTS being the lowest bidder having complied with all the requirements is recommended to provide30 tyres and 30 valves the  at a total cost of RTGS$882000 excluding VAT.","FENTRAS INVESTMENTS","LEDGER MINDS","NORBHAT INVESTMENTS","AGRISOFT AFRICA VENTURES","AVONEY ENTERPRISES","4500223523","Not part to the Committee",,,"2021-12-30","1",,,"0","no","no"
"TD21121526","AGRISOFT AFRICA VENTURES","10221472","on","on","on","on","on","on",,,,"on","523160",,"UNITRACK","on","on","on","on","652500","on","on","on",,,,,"NORBHAT INVESTMENTS","on","on","on","on","on","on",,,,"on","751000",,"CURRENTWISH INVESTMENTS","on","on","on","on","on","on",,,,"on","753000",,"LEDGER MINDS","on","on","on","on","on","on",,,,"on","764000",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,"4","ze277479","1","2021-12-21 06:22:13","ze325058","1","2021-12-28 10:59:48","ze261084","1","2021-12-15 11:15:37","ze298433","1","2021-12-21 06:41:28","ze233366","1","2021-12-20 07:48:14",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00","ze301736","1","2021-12-28 14:23:10","ze043110","1","2021-12-29 11:18:44"," AGRISOFT AFRICA VENTURES being the lowest bidder having complied with all the requirements is recommended to provide the goods/service at a total cost of RTGS$523160 excluding VAT.","AGRISOFT AFRICA VENTURES","UNITRACK CONSULTING ENGINEERS","NORBHAT INVESTMENTS","LEDGER MINDS","CURRENTWISH INVESTMENTS","4500223519",,,,"2021-12-30","1",,,"0","no","no"
"TD21121551","LONYTEC TRADING","10220557","on","on","on","on","on","on",,,,"on","151800","LOWEST BIDDER FOR  LINE MAINTANACE ANE REPAIRS","RENKO TRADING","on","on","on","on","148900","on","on","on",,,,,"MSIZI BLOCK","on","on","on","on","on","on",,,,"on","204526",,"GREAT STRIPES INVESTMENTS","on","on","on","on","on","on",,,,"on","204240",,"PELOSH ENTERPRISES","on","on",,"on","on","on",,,,,"159600",,"AVONEY ENTERPRISES","on","on","on","on","on","on",,,,"on","191432",,"ENFLO ENGINEERING","on","on","on","on","on","on",,,,"on","162100",,"DIAMOND ELECTRICAL","on","on","on","on","on","on",,,,"on","225000","LOWEST BIDDER FOR CABLE 95.0","SWORD WEAR","on","on","on","on","on","on",,,,"on","252000",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,"4","ze277479","1","2021-12-16 15:00:12","ze336785","1","2021-12-20 10:54:57","ze261084","1","2021-12-15 15:01:04","ze243973","1","2021-12-16 10:44:04",,"2","2022-05-04 08:48:09",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00","ze301736","1","2021-12-20 13:40:37","ze043110","1","2021-12-20 15:52:45"," RENKO TRADING being the lowest bidder having complied with all the requirements is recommended to provide the goods/service at a total cost of RTGS$148900 excluding VAT. Diamond Electrical is the lowest bidder for cable 95.0mm and is recommended  to supply at a total order value of RTGS $225000.","RENKO TRADING","LONYTEC TRADING","ENFLO ENGINEERING","AVONEY ENTERPRISES","GREAT STRIPES INVESTMENTS","4500223252","Not part to the Committee",,,"2021-12-23","1",,,"0","no","no"
"TD21121555","AGRISOFT AFRICA VENTURES","10216732","on","on","on","on","on","on",,,,"on","537650",,"SWINGTONE ENTERPRISES","on","on","on","on","535300","on","on","on",,,,,"GREAT STRIPES INVESTMENTS","on","on","on","on","on","on",,,,"on","0",,"TINY SAFE","on","on","on","on","on","on",,,,"on","0",,"AMMAVIM","on","on","on","on","on","on",,,,"on","0",,"UNITRACK CONSULTING ENGINEERS","on","on","on","on","on","on",,,,"on","0",,"MSIZI BLOCK","on","on","on","on","on","on",,,,"on","0",,"HEDGEPATH INVESTMENTS","on","on","on","on","on","on",,,,"on","0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,"5","ze277479","1","2021-12-21 06:22:33","ze336785","1","2021-12-28 11:00:20","ze345024","1","2021-12-30 14:55:42","ze298433","1","2021-12-21 06:43:22","ze233366","1","2021-12-20 07:47:56",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00","ze301736","1","2021-12-28 14:23:24","ze043110","1","2021-12-29 11:19:09"," NORBHAT INVESTMENTS being the lowest bidder having complied with all the requirements is recommended to provide the goods/service at a total cost of RTGS$535300 excluding VAT.","NORBHAT INVESTMENTS","LEDGER MINDS",,,,"4500223517",,,,"2021-12-30","1",,,"0","no","no"
